"","YEAR","SERIAL","PERNUM","STATEFIP","SEX","AGE","RELATE","MOMLOC","POPLOC","NCHILD","MARST","married_dummy","RACE","HISPAN","EDUC","hs_binary","HHINCOME","inc_3cat","NUMPREC","FAMSIZE","GQ","PERWT"
"1",2010,26305,1,4,1,57,1,2,0,0,2,1,1,0,10,"High School or More",92800,"$20,000+",2,2,1,83
"2",2010,26305,2,4,2,88,5,0,0,1,5,0,1,0,7,"High School or More",92800,"$20,000+",2,2,1,109
"3",2010,26374,1,4,1,93,1,0,0,1,1,1,1,0,11,"High School or More",25800,"$20,000+",3,3,1,53
"4",2010,26374,2,4,2,80,2,0,0,1,1,1,1,0,6,"High School or More",25800,"$20,000+",3,3,1,58
"5",2010,26374,3,4,1,57,3,2,1,0,4,0,1,0,10,"High School or More",25800,"$20,000+",3,3,1,73
"6",2010,26447,1,4,2,81,1,0,0,1,1,1,1,0,11,"High School or More",84500,"$20,000+",3,3,1,72
"7",2010,26447,2,4,1,84,2,0,0,1,1,1,1,0,6,"High School or More",84500,"$20,000+",3,3,1,74
"8",2010,26447,3,4,1,49,3,1,2,0,6,0,1,0,6,"High School or More",84500,"$20,000+",3,3,1,110
"9",2010,26489,1,4,1,86,1,0,0,1,5,0,1,0,10,"High School or More",21000,"$20,000+",2,2,1,83
"10",2010,26489,2,4,1,49,3,0,1,0,4,0,1,0,7,"High School or More",21000,"$20,000+",2,2,1,109
"11",2010,26591,1,4,2,93,1,0,0,1,5,0,1,0,6,"High School or More",35400,"$20,000+",2,2,1,84
"12",2010,26591,2,4,2,60,3,1,0,0,4,0,1,0,7,"High School or More",35400,"$20,000+",2,2,1,124
"13",2010,26604,1,4,1,83,1,0,0,1,1,1,1,0,10,"High School or More",67700,"$20,000+",3,3,1,74
"14",2010,26604,2,4,2,78,2,0,0,1,1,1,1,0,10,"High School or More",67700,"$20,000+",3,3,1,76
"15",2010,26604,3,4,2,54,3,2,1,0,6,0,1,0,6,"High School or More",67700,"$20,000+",3,3,1,110
"16",2010,26619,1,4,1,49,1,0,0,2,1,1,1,0,7,"High School or More",58700,"$20,000+",5,5,1,57
"17",2010,26619,2,4,2,43,2,5,0,2,1,1,1,0,7,"High School or More",58700,"$20,000+",5,5,1,57
"18",2010,26619,3,4,1,19,3,2,1,0,6,0,1,0,6,"High School or More",58700,"$20,000+",5,5,1,71
"19",2010,26619,4,4,1,17,3,2,1,0,6,0,1,0,5,"Less than High School",58700,"$20,000+",5,5,1,60
"20",2010,26619,5,4,2,83,6,0,0,1,5,0,1,0,2,"Less than High School",58700,"$20,000+",5,5,1,72
"21",2010,26817,1,4,2,81,1,0,0,1,1,1,1,0,5,"Less than High School",72000,"$20,000+",3,3,1,58
"22",2010,26817,2,4,1,88,2,0,0,1,1,1,1,0,6,"High School or More",72000,"$20,000+",3,3,1,75
"23",2010,26817,3,4,1,58,3,1,2,0,4,0,1,0,8,"High School or More",72000,"$20,000+",3,3,1,70
"24",2010,27043,1,4,2,80,1,0,0,1,5,0,1,0,7,"High School or More",35100,"$20,000+",2,2,1,69
"25",2010,27043,2,4,1,51,3,1,0,0,6,0,1,0,6,"High School or More",35100,"$20,000+",2,2,1,129
"26",2010,27159,1,4,1,83,1,0,0,1,1,1,1,0,10,"High School or More",146000,"$20,000+",3,3,1,117
"27",2010,27159,2,4,2,81,2,0,0,1,1,1,1,0,7,"High School or More",146000,"$20,000+",3,3,1,85
"28",2010,27159,3,4,1,30,3,2,1,0,4,0,1,0,6,"High School or More",146000,"$20,000+",3,3,1,113
"29",2010,27382,1,4,2,81,1,0,0,1,5,0,1,0,7,"High School or More",20400,"$20,000+",2,2,1,72
"30",2010,27382,2,4,2,57,3,1,0,0,4,0,1,0,4,"Less than High School",20400,"$20,000+",2,2,1,93
"31",2010,27443,1,4,1,58,1,0,3,0,1,1,1,0,10,"High School or More",108000,"$20,000+",3,3,1,81
"32",2010,27443,2,4,2,53,2,0,0,0,1,1,1,0,6,"High School or More",108000,"$20,000+",3,3,1,65
"33",2010,27443,3,4,1,80,5,0,0,1,5,0,1,0,6,"High School or More",108000,"$20,000+",3,3,1,105
"34",2010,27615,1,4,2,53,1,2,0,0,4,0,1,0,6,"High School or More",65800,"$20,000+",2,2,1,91
"35",2010,27615,2,4,2,81,5,0,0,1,4,0,1,0,6,"High School or More",65800,"$20,000+",2,2,1,122
"36",2010,27692,1,4,2,62,1,2,0,0,6,0,1,0,10,"High School or More",58000,"$20,000+",2,2,1,186
"37",2010,27692,2,4,2,83,5,0,0,1,5,0,1,0,6,"High School or More",58000,"$20,000+",2,2,1,214
"38",2010,27872,1,4,1,83,1,0,0,1,5,0,1,0,4,"Less than High School",32200,"$20,000+",2,2,1,74
"39",2010,27872,2,4,2,46,3,0,1,0,4,0,1,0,6,"High School or More",32200,"$20,000+",2,2,1,100
"40",2010,28120,1,4,2,64,1,0,0,0,1,1,1,0,8,"High School or More",41900,"$20,000+",3,3,1,73
"41",2010,28120,2,4,1,69,2,3,0,0,1,1,1,0,10,"High School or More",41900,"$20,000+",3,3,1,70
"42",2010,28120,3,4,2,93,6,0,0,1,5,0,1,0,6,"High School or More",41900,"$20,000+",3,3,1,92
"43",2010,28311,1,4,2,93,1,0,0,1,5,0,1,0,8,"High School or More",13800,"< $20,000",2,2,1,61
"44",2010,28311,2,4,2,62,3,1,0,0,6,0,1,0,6,"High School or More",13800,"< $20,000",2,2,1,92
"45",2010,28379,1,4,1,44,1,2,0,0,6,0,1,0,10,"High School or More",31800,"$20,000+",2,2,1,126
"46",2010,28379,2,4,2,81,5,0,0,1,5,0,1,0,6,"High School or More",31800,"$20,000+",2,2,1,147
"47",2010,28397,1,4,1,61,1,3,0,0,4,0,1,0,10,"High School or More",102800,"$20,000+",3,3,1,58
"48",2010,28397,2,4,2,64,7,3,0,0,4,0,1,0,10,"High School or More",102800,"$20,000+",3,3,1,67
"49",2010,28397,3,4,2,84,5,0,0,2,5,0,1,0,6,"High School or More",102800,"$20,000+",3,3,1,64
"50",2010,28467,1,4,1,85,1,0,0,1,5,0,1,0,11,"High School or More",80200,"$20,000+",2,2,1,78
"51",2010,28467,2,4,1,48,3,0,1,0,2,1,1,0,8,"High School or More",80200,"$20,000+",2,2,1,112
"52",2010,28524,1,4,2,81,1,0,0,1,5,0,1,0,7,"High School or More",47700,"$20,000+",3,3,1,47
"53",2010,28524,2,4,1,57,3,1,0,1,4,0,1,0,7,"High School or More",47700,"$20,000+",3,3,1,54
"54",2010,28524,3,4,2,13,9,0,2,0,6,0,1,0,2,"Less than High School",47700,"$20,000+",3,3,1,56
"55",2010,28526,1,4,1,64,1,0,0,0,1,1,1,0,11,"High School or More",181300,"$20,000+",3,3,1,75
"56",2010,28526,2,4,2,58,2,0,3,0,1,1,1,0,11,"High School or More",181300,"$20,000+",3,3,1,81
"57",2010,28526,3,4,1,84,6,0,0,1,2,1,1,0,6,"High School or More",181300,"$20,000+",3,3,1,105
"58",2010,28832,1,4,2,80,1,0,0,1,5,0,1,0,6,"High School or More",13400,"< $20,000",2,2,1,72
"59",2010,28832,2,4,1,57,3,1,0,0,4,0,1,0,6,"High School or More",13400,"< $20,000",2,2,1,98
"60",2010,29023,1,4,1,60,1,2,0,0,2,1,1,0,10,"High School or More",117700,"$20,000+",2,2,1,202
"61",2010,29023,2,4,2,86,5,0,0,1,5,0,1,0,6,"High School or More",117700,"$20,000+",2,2,1,254
"62",2010,29073,1,4,1,42,1,0,5,2,1,1,1,0,6,"High School or More",33800,"$20,000+",5,5,1,99
"63",2010,29073,2,4,2,42,2,0,0,2,1,1,1,0,6,"High School or More",33800,"$20,000+",5,5,1,81
"64",2010,29073,3,4,1,17,3,2,1,0,6,0,1,0,0,"Less than High School",33800,"$20,000+",5,5,1,115
"65",2010,29073,4,4,1,15,3,2,1,0,6,0,1,0,3,"Less than High School",33800,"$20,000+",5,5,1,116
"66",2010,29073,5,4,1,86,5,0,0,1,5,0,1,0,6,"High School or More",33800,"$20,000+",5,5,1,99
"67",2010,29400,1,4,2,80,1,0,0,1,5,0,1,0,6,"High School or More",33200,"$20,000+",2,2,1,71
"68",2010,29400,2,4,2,60,3,1,0,0,4,0,1,0,6,"High School or More",33200,"$20,000+",2,2,1,173
"69",2010,29459,1,4,2,84,1,0,0,1,4,0,1,0,6,"High School or More",115300,"$20,000+",3,2,1,66
"70",2010,29459,2,4,2,55,3,1,0,0,4,0,1,0,8,"High School or More",115300,"$20,000+",3,2,1,87
"71",2010,29459,3,4,1,54,11,0,0,0,4,0,1,0,10,"High School or More",115300,"$20,000+",3,1,1,98
"72",2010,29589,1,4,2,83,1,0,0,1,4,0,1,0,11,"High School or More",93130,"$20,000+",2,2,1,91
"73",2010,29589,2,4,2,48,3,1,0,0,4,0,1,0,7,"High School or More",93130,"$20,000+",2,2,1,110
"74",2010,29956,1,4,1,75,1,0,0,0,1,1,1,0,10,"High School or More",70100,"$20,000+",3,3,1,90
"75",2010,29956,2,4,2,68,2,3,0,0,1,1,1,0,6,"High School or More",70100,"$20,000+",3,3,1,57
"76",2010,29956,3,4,2,93,6,0,0,1,5,0,1,0,6,"High School or More",70100,"$20,000+",3,3,1,171
"77",2010,30173,1,4,1,80,1,0,0,1,5,0,1,0,10,"High School or More",92840,"$20,000+",4,4,1,56
"78",2010,30173,2,4,1,48,3,0,1,1,1,1,1,0,8,"High School or More",92840,"$20,000+",4,4,1,73
"79",2010,30173,3,4,1,15,9,4,2,0,6,0,1,0,4,"Less than High School",92840,"$20,000+",4,4,1,74
"80",2010,30258,1,4,2,66,1,2,0,0,5,0,1,0,7,"High School or More",32600,"$20,000+",2,2,1,80
"81",2010,30258,2,4,2,87,5,0,0,1,5,0,1,0,6,"High School or More",32600,"$20,000+",2,2,1,153
"82",2010,30431,1,4,1,58,1,0,0,1,1,1,1,0,7,"High School or More",78200,"$20,000+",4,4,1,56
"83",2010,30431,2,4,2,54,2,0,4,1,1,1,1,0,6,"High School or More",78200,"$20,000+",4,4,1,52
"84",2010,30431,3,4,2,21,3,2,1,0,6,0,1,0,7,"High School or More",78200,"$20,000+",4,4,1,60
"85",2010,30431,4,4,1,89,6,0,0,1,5,0,1,0,6,"High School or More",78200,"$20,000+",4,4,1,73
"86",2010,30463,1,4,1,58,1,2,0,0,6,0,1,0,7,"High School or More",35200,"$20,000+",2,2,1,19
"87",2010,30463,2,4,2,82,5,0,0,1,5,0,1,0,6,"High School or More",35200,"$20,000+",2,2,1,26
"88",2010,30533,1,4,2,59,1,3,0,0,4,0,1,0,11,"High School or More",134350,"$20,000+",3,3,1,51
"89",2010,30533,2,4,2,56,7,3,0,0,6,0,1,0,1,"Less than High School",134350,"$20,000+",3,3,1,64
"90",2010,30533,3,4,2,83,5,0,0,2,5,0,1,0,7,"High School or More",134350,"$20,000+",3,3,1,98
"91",2010,30656,1,4,2,59,1,0,4,0,1,1,1,0,11,"High School or More",166000,"$20,000+",4,4,1,54
"92",2010,30656,2,4,1,57,2,0,0,0,1,1,1,0,6,"High School or More",166000,"$20,000+",4,4,1,55
"93",2010,30656,3,4,1,46,7,0,4,0,3,0,1,0,6,"High School or More",166000,"$20,000+",4,4,1,74
"94",2010,30656,4,4,1,86,5,0,0,2,4,0,1,0,10,"High School or More",166000,"$20,000+",4,4,1,68
"95",2010,30765,1,4,1,56,1,0,0,1,1,1,1,0,7,"High School or More",60800,"$20,000+",5,5,1,72
"96",2010,30765,2,4,2,53,2,4,0,1,1,1,1,0,10,"High School or More",60800,"$20,000+",5,5,1,58
"97",2010,30765,3,4,2,26,3,2,1,0,6,0,1,0,8,"High School or More",60800,"$20,000+",5,5,1,64
"98",2010,30765,4,4,2,86,6,0,0,1,4,0,1,0,8,"High School or More",60800,"$20,000+",5,5,1,52
"99",2010,30765,5,4,2,66,10,0,0,0,4,0,1,0,6,"High School or More",60800,"$20,000+",5,5,1,63
"100",2010,30805,1,4,2,54,1,2,0,0,6,0,1,0,7,"High School or More",65410,"$20,000+",2,2,1,67
"101",2010,30805,2,4,2,80,5,0,0,1,5,0,1,0,6,"High School or More",65410,"$20,000+",2,2,1,100
"102",2010,30843,1,4,1,56,1,0,0,1,1,1,1,0,6,"High School or More",178400,"$20,000+",4,4,1,82
"103",2010,30843,2,4,2,51,2,4,0,1,1,1,1,0,8,"High School or More",178400,"$20,000+",4,4,1,85
"104",2010,30843,3,4,2,18,3,2,1,0,6,0,1,0,6,"High School or More",178400,"$20,000+",4,4,1,98
"105",2010,30843,4,4,2,81,6,0,0,1,5,0,1,0,6,"High School or More",178400,"$20,000+",4,4,1,102
"106",2010,30868,1,4,1,60,1,0,3,0,1,1,1,0,10,"High School or More",75000,"$20,000+",3,3,1,57
"107",2010,30868,2,4,2,58,2,0,0,0,1,1,1,0,7,"High School or More",75000,"$20,000+",3,3,1,53
"108",2010,30868,3,4,1,88,5,0,0,1,5,0,1,0,10,"High School or More",75000,"$20,000+",3,3,1,68
"109",2010,30979,1,4,1,65,1,3,0,0,1,1,1,0,10,"High School or More",413000,"$20,000+",3,3,1,101
"110",2010,30979,2,4,2,63,2,0,0,0,1,1,1,0,11,"High School or More",413000,"$20,000+",3,3,1,89
"111",2010,30979,3,4,2,85,5,0,0,1,5,0,1,0,6,"High School or More",413000,"$20,000+",3,3,1,180
"112",2010,31151,1,4,1,67,1,0,0,0,1,1,1,0,6,"High School or More",92400,"$20,000+",3,3,1,55
"113",2010,31151,2,4,2,64,2,3,0,0,1,1,1,0,6,"High School or More",92400,"$20,000+",3,3,1,58
"114",2010,31151,3,4,2,93,6,0,0,1,5,0,1,0,6,"High School or More",92400,"$20,000+",3,3,1,72
"115",2010,31160,1,4,1,93,1,0,0,1,1,1,1,0,11,"High School or More",63000,"$20,000+",3,3,1,55
"116",2010,31160,2,4,2,89,2,0,0,1,1,1,1,0,6,"High School or More",63000,"$20,000+",3,3,1,55
"117",2010,31160,3,4,2,61,3,2,1,0,6,0,1,0,7,"High School or More",63000,"$20,000+",3,3,1,75
"118",2010,31245,1,4,2,84,1,0,0,1,5,0,1,0,6,"High School or More",28000,"$20,000+",2,2,1,74
"119",2010,31245,2,4,1,61,3,1,0,0,4,0,1,0,6,"High School or More",28000,"$20,000+",2,2,1,90
"120",2010,31341,1,4,1,85,1,0,0,1,1,1,1,0,6,"High School or More",52700,"$20,000+",3,3,1,83
"121",2010,31341,2,4,2,80,2,0,0,1,1,1,1,0,0,"Less than High School",52700,"$20,000+",3,3,1,79
"122",2010,31341,3,4,1,61,3,2,1,0,4,0,1,0,10,"High School or More",52700,"$20,000+",3,3,1,110
"123",2010,31349,1,4,2,93,1,0,0,1,5,0,1,0,6,"High School or More",69400,"$20,000+",3,3,1,89
"124",2010,31349,2,4,2,68,3,1,0,0,1,1,1,0,6,"High School or More",69400,"$20,000+",3,3,1,121
"125",2010,31349,3,4,1,73,4,0,0,0,1,1,1,0,3,"Less than High School",69400,"$20,000+",3,3,1,125
"126",2010,31579,1,4,2,93,1,0,0,1,5,0,1,0,6,"High School or More",15100,"< $20,000",2,2,1,59
"127",2010,31579,2,4,2,51,3,1,0,0,6,0,1,0,6,"High School or More",15100,"< $20,000",2,2,1,69
"128",2010,31919,1,4,1,51,1,3,0,0,1,1,1,0,6,"High School or More",196400,"$20,000+",4,4,1,157
"129",2010,31919,2,4,2,52,2,4,0,0,1,1,1,0,6,"High School or More",196400,"$20,000+",4,4,1,157
"130",2010,31919,3,4,2,93,5,0,0,1,5,0,1,0,6,"High School or More",196400,"$20,000+",4,4,1,219
"131",2010,31919,4,4,2,77,6,0,0,1,5,0,1,0,6,"High School or More",196400,"$20,000+",4,4,1,218
"132",2010,32041,1,4,2,88,1,0,0,2,5,0,1,0,6,"High School or More",43500,"$20,000+",3,3,1,74
"133",2010,32041,2,4,1,68,3,1,0,0,4,0,1,0,6,"High School or More",43500,"$20,000+",3,3,1,109
"134",2010,32041,3,4,2,50,3,1,0,0,6,0,1,0,6,"High School or More",43500,"$20,000+",3,3,1,92
"135",2010,32290,1,4,2,81,1,0,0,1,5,0,1,0,10,"High School or More",34900,"$20,000+",2,2,1,73
"136",2010,32290,2,4,1,51,3,1,0,0,6,0,1,0,6,"High School or More",34900,"$20,000+",2,2,1,95
"137",2010,32302,1,4,1,63,1,0,3,0,1,1,1,0,6,"High School or More",58700,"$20,000+",3,3,1,82
"138",2010,32302,2,4,2,63,2,0,0,0,1,1,1,0,8,"High School or More",58700,"$20,000+",3,3,1,79
"139",2010,32302,3,4,1,87,5,0,0,1,5,0,1,0,3,"Less than High School",58700,"$20,000+",3,3,1,96
"140",2010,32333,1,4,1,81,1,0,0,1,1,1,1,0,10,"High School or More",80200,"$20,000+",3,3,1,77
"141",2010,32333,2,4,2,76,2,0,0,1,1,1,1,0,6,"High School or More",80200,"$20,000+",3,3,1,77
"142",2010,32333,3,4,1,47,3,2,1,0,6,0,1,0,6,"High School or More",80200,"$20,000+",3,3,1,103
"143",2010,32450,1,4,2,53,1,3,0,0,5,0,1,0,7,"High School or More",114830,"$20,000+",3,3,1,79
"144",2010,32450,3,4,2,87,5,0,0,2,5,0,1,0,10,"High School or More",114830,"$20,000+",3,3,1,82
"145",2010,32457,1,4,1,63,1,3,0,0,1,1,1,0,7,"High School or More",78600,"$20,000+",3,3,1,94
"146",2010,32457,2,4,2,63,2,0,0,0,1,1,1,0,8,"High School or More",78600,"$20,000+",3,3,1,92
"147",2010,32457,3,4,2,93,5,0,0,1,5,0,1,0,6,"High School or More",78600,"$20,000+",3,3,1,123
"148",2010,32509,1,4,2,80,1,0,0,1,6,0,1,0,6,"High School or More",51300,"$20,000+",2,2,1,58
"149",2010,32509,2,4,1,50,3,1,0,0,6,0,1,0,6,"High School or More",51300,"$20,000+",2,2,1,87
"150",2010,32515,1,4,1,56,1,3,0,0,1,1,1,0,4,"Less than High School",55500,"$20,000+",3,3,1,307
"151",2010,32515,2,4,2,62,2,0,0,0,1,1,1,0,6,"High School or More",55500,"$20,000+",3,3,1,232
"152",2010,32515,3,4,2,80,5,0,0,1,5,0,1,0,7,"High School or More",55500,"$20,000+",3,3,1,255
"153",2010,32537,1,4,1,81,1,0,0,1,1,1,1,0,6,"High School or More",57900,"$20,000+",3,3,1,27
"154",2010,32537,2,4,2,77,2,0,0,1,1,1,1,0,7,"High School or More",57900,"$20,000+",3,3,1,20
"155",2010,32537,3,4,2,45,3,2,1,0,4,0,1,0,8,"High School or More",57900,"$20,000+",3,3,1,21
"156",2010,32861,1,4,1,66,1,3,0,0,1,1,1,0,7,"High School or More",62100,"$20,000+",3,3,1,60
"157",2010,32861,2,4,2,67,2,0,0,0,1,1,1,0,6,"High School or More",62100,"$20,000+",3,3,1,52
"158",2010,32861,3,4,2,93,5,0,0,1,5,0,1,0,4,"Less than High School",62100,"$20,000+",3,3,1,77
"159",2010,32924,1,4,2,61,1,3,0,0,1,1,1,0,3,"Less than High School",65600,"$20,000+",3,3,1,179
"160",2010,32924,2,4,1,54,2,0,0,0,1,1,1,0,7,"High School or More",65600,"$20,000+",3,3,1,213
"161",2010,32924,3,4,2,84,5,0,0,1,4,0,1,0,3,"Less than High School",65600,"$20,000+",3,3,1,135
"162",2010,32951,1,4,1,57,1,0,0,3,1,1,1,0,11,"High School or More",168374,"$20,000+",6,6,1,59
"163",2010,32951,2,4,2,57,2,0,6,3,1,1,1,0,10,"High School or More",168374,"$20,000+",6,6,1,67
"164",2010,32951,3,4,2,20,3,2,1,0,6,0,1,0,6,"High School or More",168374,"$20,000+",6,6,1,62
"165",2010,32951,4,4,1,16,3,2,1,0,6,0,1,0,4,"Less than High School",168374,"$20,000+",6,6,1,63
"166",2010,32951,5,4,2,12,3,2,1,0,6,0,1,0,2,"Less than High School",168374,"$20,000+",6,6,1,59
"167",2010,32951,6,4,1,82,6,0,0,1,5,0,1,0,6,"High School or More",168374,"$20,000+",6,6,1,83
"168",2010,33190,1,4,2,87,1,0,0,1,5,0,1,0,6,"High School or More",15000,"< $20,000",2,2,1,75
"169",2010,33190,2,4,1,58,3,1,0,0,6,0,1,0,6,"High School or More",15000,"< $20,000",2,2,1,112
"170",2010,33394,1,4,2,57,1,2,0,0,6,0,1,0,6,"High School or More",33400,"$20,000+",2,2,1,257
"171",2010,33394,2,4,2,88,5,0,0,1,5,0,1,0,6,"High School or More",33400,"$20,000+",2,2,1,185
"172",2010,33481,1,4,2,80,1,0,0,2,4,0,1,0,8,"High School or More",95600,"$20,000+",4,4,1,53
"173",2010,33481,2,4,2,56,3,1,0,0,5,0,1,0,8,"High School or More",95600,"$20,000+",4,4,1,64
"174",2010,33481,3,4,1,55,3,1,0,1,4,0,1,0,6,"High School or More",95600,"$20,000+",4,4,1,67
"175",2010,33481,4,4,1,9,9,0,3,0,6,0,1,0,1,"Less than High School",95600,"$20,000+",4,4,1,48
"176",2010,33483,1,4,2,81,1,0,0,1,5,0,1,0,6,"High School or More",10800,"< $20,000",2,2,1,61
"177",2010,33483,2,4,1,58,3,1,0,0,2,1,1,0,6,"High School or More",10800,"< $20,000",2,2,1,85
"178",2010,33500,1,4,2,60,1,2,0,0,6,0,1,0,7,"High School or More",54600,"$20,000+",2,2,1,71
"179",2010,33500,2,4,2,81,5,0,0,1,5,0,1,0,8,"High School or More",54600,"$20,000+",2,2,1,84
"180",2010,33838,1,4,2,83,1,0,0,1,5,0,1,0,2,"Less than High School",19600,"< $20,000",2,2,1,62
"181",2010,33838,2,4,2,53,3,1,0,0,6,0,1,0,6,"High School or More",19600,"< $20,000",2,2,1,78
"182",2010,33860,1,4,1,52,1,4,0,1,1,1,1,0,7,"High School or More",151000,"$20,000+",4,4,1,87
"183",2010,33860,2,4,2,52,2,0,0,1,1,1,1,0,11,"High School or More",151000,"$20,000+",4,4,1,62
"184",2010,33860,3,4,1,17,3,2,1,0,6,0,1,0,4,"Less than High School",151000,"$20,000+",4,4,1,70
"185",2010,33860,4,4,2,83,5,0,0,1,5,0,1,0,6,"High School or More",151000,"$20,000+",4,4,1,57
"186",2010,33936,1,4,2,86,1,0,0,1,1,1,1,0,6,"High School or More",67000,"$20,000+",3,3,1,58
"187",2010,33936,2,4,1,93,2,0,0,1,1,1,1,0,6,"High School or More",67000,"$20,000+",3,3,1,63
"188",2010,33936,3,4,1,65,3,1,2,0,4,0,1,0,8,"High School or More",67000,"$20,000+",3,3,1,98
"189",2010,33938,1,4,2,52,1,0,2,0,6,0,1,0,6,"High School or More",47500,"$20,000+",3,3,1,59
"190",2010,33938,2,4,1,83,5,0,0,1,5,0,1,0,6,"High School or More",47500,"$20,000+",3,3,1,65
"191",2010,33938,3,4,1,42,10,0,0,0,4,0,1,0,6,"High School or More",47500,"$20,000+",3,3,1,69
"192",2010,34175,1,4,2,83,1,0,0,1,5,0,1,0,6,"High School or More",12070,"< $20,000",2,2,1,218
"193",2010,34175,2,4,1,55,3,1,0,0,6,0,1,0,10,"High School or More",12070,"< $20,000",2,2,1,290
"194",2010,34261,1,4,1,89,1,0,0,1,5,0,1,0,6,"High School or More",45500,"$20,000+",3,3,1,85
"195",2010,34261,2,4,1,58,3,0,1,0,6,0,1,0,6,"High School or More",45500,"$20,000+",3,3,1,119
"196",2010,34261,3,4,1,86,11,0,0,1,6,0,1,0,7,"High School or More",45500,"$20,000+",3,3,1,85
"197",2010,34343,1,4,1,55,1,3,0,0,1,1,1,0,8,"High School or More",106800,"$20,000+",4,4,1,73
"198",2010,34343,2,4,2,60,2,0,0,0,1,1,1,0,8,"High School or More",106800,"$20,000+",4,4,1,73
"199",2010,34343,3,4,2,84,5,0,0,1,5,0,1,0,6,"High School or More",106800,"$20,000+",4,4,1,95
"200",2010,34343,4,4,1,57,8,0,0,0,6,0,1,0,0,"Less than High School",106800,"$20,000+",4,4,1,101
"201",2010,34396,1,4,2,87,1,0,0,1,5,0,1,0,6,"High School or More",27000,"$20,000+",3,3,1,83
"202",2010,34396,2,4,2,48,3,1,0,0,4,0,1,0,6,"High School or More",27000,"$20,000+",3,3,1,90
"203",2010,34396,3,4,2,79,11,0,0,1,5,0,1,0,6,"High School or More",27000,"$20,000+",3,3,1,86
"204",2010,34488,1,4,2,60,1,0,0,1,1,1,1,0,7,"High School or More",29600,"$20,000+",4,4,1,97
"205",2010,34488,2,4,1,59,2,4,0,1,1,1,1,0,6,"High School or More",29600,"$20,000+",4,4,1,96
"206",2010,34488,3,4,2,28,3,1,2,0,6,0,1,0,7,"High School or More",29600,"$20,000+",4,4,1,116
"207",2010,34488,4,4,2,86,6,0,0,1,5,0,1,0,6,"High School or More",29600,"$20,000+",4,4,1,122
"208",2010,34612,1,4,1,80,1,0,0,1,5,0,1,0,0,"Less than High School",46580,"$20,000+",2,2,1,85
"209",2010,34612,2,4,2,53,3,0,1,0,4,0,1,0,6,"High School or More",46580,"$20,000+",2,2,1,107
"210",2010,34787,1,4,1,63,1,4,3,0,1,1,1,0,10,"High School or More",141550,"$20,000+",4,4,1,113
"211",2010,34787,2,4,2,62,2,0,0,0,1,1,1,0,11,"High School or More",141550,"$20,000+",4,4,1,85
"212",2010,34787,3,4,1,87,5,0,0,1,1,1,1,0,7,"High School or More",141550,"$20,000+",4,4,1,118
"213",2010,34787,4,4,2,85,5,0,0,1,1,1,1,0,6,"High School or More",141550,"$20,000+",4,4,1,104
"214",2010,34799,1,4,1,84,1,0,0,1,1,1,1,0,11,"High School or More",78200,"$20,000+",3,3,1,102
"215",2010,34799,2,4,2,73,2,0,0,1,1,1,1,0,11,"High School or More",78200,"$20,000+",3,3,1,96
"216",2010,34799,3,4,1,37,3,2,1,0,6,0,1,0,7,"High School or More",78200,"$20,000+",3,3,1,130
"217",2010,34964,1,4,2,86,1,0,0,1,5,0,1,0,6,"High School or More",76420,"$20,000+",3,3,1,65
"218",2010,34964,2,4,2,57,3,1,0,1,4,0,1,0,10,"High School or More",76420,"$20,000+",3,3,1,85
"219",2010,34964,3,4,1,24,9,2,0,0,6,0,1,0,6,"High School or More",76420,"$20,000+",3,3,1,82
"220",2010,35104,1,4,1,82,1,0,0,1,1,1,1,0,7,"High School or More",33400,"$20,000+",3,3,1,88
"221",2010,35104,2,4,2,81,2,0,0,1,1,1,1,0,6,"High School or More",33400,"$20,000+",3,3,1,91
"222",2010,35104,3,4,2,53,3,2,1,0,4,0,1,0,5,"Less than High School",33400,"$20,000+",3,3,1,112
"223",2010,35117,1,4,1,55,1,0,0,0,1,1,1,0,7,"High School or More",119800,"$20,000+",4,4,1,92
"224",2010,35117,2,4,2,55,2,0,3,0,1,1,1,0,6,"High School or More",119800,"$20,000+",4,4,1,89
"225",2010,35117,3,4,1,80,6,0,0,2,5,0,1,0,6,"High School or More",119800,"$20,000+",4,4,1,84
"226",2010,35117,4,4,2,60,8,0,3,0,5,0,1,0,6,"High School or More",119800,"$20,000+",4,4,1,80
"227",2010,35389,1,4,2,56,1,4,0,1,1,1,1,0,11,"High School or More",89800,"$20,000+",4,4,1,156
"228",2010,35389,2,4,1,55,2,0,0,1,1,1,1,0,7,"High School or More",89800,"$20,000+",4,4,1,149
"229",2010,35389,3,4,1,20,3,1,2,0,6,0,1,0,7,"High School or More",89800,"$20,000+",4,4,1,199
"230",2010,35389,4,4,2,81,5,0,0,1,5,0,1,0,7,"High School or More",89800,"$20,000+",4,4,1,189
"231",2010,35510,1,4,1,80,1,0,0,1,2,1,1,0,6,"High School or More",69200,"$20,000+",2,2,1,63
"232",2010,35510,2,4,2,53,3,0,1,0,4,0,1,0,6,"High School or More",69200,"$20,000+",2,2,1,74
"233",2010,35594,1,4,1,55,1,0,0,1,1,1,1,0,6,"High School or More",88100,"$20,000+",4,4,1,58
"234",2010,35594,2,4,2,55,2,4,0,1,1,1,1,0,7,"High School or More",88100,"$20,000+",4,4,1,56
