"","YEAR","SERIAL","PERNUM","STATEFIP","SEX","AGE","RELATE","MOMLOC","POPLOC","NCHILD","MARST","married_dummy","RACE","HISPAN","EDUC","hs_binary","HHINCOME","inc_3cat","NUMPREC","FAMSIZE","GQ","PERWT"
"4976",2010,218047,2,8,2,54,2,0,0,0,1,1,1,0,10,"High School or More",327200,"$20,000+",3,3,1,100
"4977",2010,218047,3,8,2,88,5,0,0,1,5,0,1,0,6,"High School or More",327200,"$20,000+",3,3,1,110
"4978",2010,218258,1,8,2,88,1,0,0,1,5,0,1,0,6,"High School or More",33900,"$20,000+",2,2,1,59
"4979",2010,218258,2,8,2,68,3,1,0,0,4,0,1,0,6,"High School or More",33900,"$20,000+",2,2,1,79
"4980",2010,218293,1,8,2,88,1,0,0,1,5,0,1,0,10,"High School or More",110100,"$20,000+",2,2,1,21
"4981",2010,218293,2,8,2,62,3,1,0,0,5,0,1,0,11,"High School or More",110100,"$20,000+",2,2,1,2
"4982",2010,218408,1,8,2,58,1,2,0,0,4,0,1,0,6,"High School or More",47600,"$20,000+",2,2,1,58
"4983",2010,218408,2,8,2,93,5,0,0,1,5,0,1,0,7,"High School or More",47600,"$20,000+",2,2,1,93
"4984",2010,218431,1,8,1,59,1,0,0,0,1,1,1,0,10,"High School or More",116050,"$20,000+",3,3,1,65
"4985",2010,218431,2,8,2,60,2,3,0,0,1,1,1,0,7,"High School or More",116050,"$20,000+",3,3,1,70
"4986",2010,218431,3,8,2,86,6,0,0,1,5,0,1,0,6,"High School or More",116050,"$20,000+",3,3,1,90
"4987",2010,218473,1,8,2,81,1,0,0,2,5,0,1,0,2,"Less than High School",126400,"$20,000+",3,3,1,180
"4988",2010,218473,2,8,2,59,3,1,0,0,6,0,1,0,11,"High School or More",126400,"$20,000+",3,3,1,170
"4989",2010,218473,3,8,1,53,3,1,0,0,6,0,1,0,10,"High School or More",126400,"$20,000+",3,3,1,110
"4990",2010,218622,1,8,1,54,1,3,0,0,1,1,1,0,10,"High School or More",211700,"$20,000+",3,3,1,69
"4991",2010,218622,2,8,2,63,2,0,0,0,1,1,1,0,7,"High School or More",211700,"$20,000+",3,3,1,75
"4992",2010,218622,3,8,2,85,5,0,0,1,5,0,1,0,6,"High School or More",211700,"$20,000+",3,3,1,92
"4993",2010,218745,1,8,1,61,1,2,0,0,4,0,1,0,6,"High School or More",20000,"$20,000+",2,2,1,78
"4994",2010,218745,2,8,2,85,5,0,0,1,5,0,1,0,7,"High School or More",20000,"$20,000+",2,2,1,84
"4995",2010,218950,1,8,2,80,1,0,0,1,5,0,1,0,2,"Less than High School",36800,"$20,000+",2,2,1,86
"4996",2010,218950,2,8,2,46,3,1,0,0,4,0,1,0,7,"High School or More",36800,"$20,000+",2,2,1,99
"4997",2010,219042,1,8,2,55,1,0,2,0,6,0,1,0,6,"High School or More",44100,"$20,000+",2,2,1,95
"4998",2010,219042,2,8,1,81,5,0,0,1,5,0,1,0,6,"High School or More",44100,"$20,000+",2,2,1,99
"4999",2010,219258,1,8,2,51,1,2,0,0,4,0,1,0,7,"High School or More",75600,"$20,000+",2,2,1,71
"5000",2010,219258,2,8,2,81,5,0,0,1,5,0,1,0,6,"High School or More",75600,"$20,000+",2,2,1,114
"5001",2010,219261,1,8,2,50,1,5,0,3,4,0,1,0,6,"High School or More",19300,"< $20,000",5,5,1,80
"5002",2010,219261,2,8,1,25,3,1,0,0,6,0,1,0,7,"High School or More",19300,"< $20,000",5,5,1,65
"5003",2010,219261,3,8,2,16,3,1,0,0,6,0,1,0,4,"Less than High School",19300,"< $20,000",5,5,1,72
"5004",2010,219261,4,8,2,14,3,1,0,0,6,0,1,0,2,"Less than High School",19300,"< $20,000",5,5,1,74
"5005",2010,219261,5,8,2,88,5,0,0,1,5,0,1,0,6,"High School or More",19300,"< $20,000",5,5,1,67
"5006",2010,219402,1,8,2,93,1,0,0,1,5,0,1,0,6,"High School or More",24900,"$20,000+",2,2,1,51
"5007",2010,219402,2,8,2,56,3,1,0,0,5,0,1,0,7,"High School or More",24900,"$20,000+",2,2,1,80
"5008",2010,219425,1,8,2,50,1,2,0,0,4,0,1,0,10,"High School or More",80000,"$20,000+",2,2,1,75
"5009",2010,219425,2,8,2,93,5,0,0,1,5,0,1,0,6,"High School or More",80000,"$20,000+",2,2,1,167
"5010",2010,219523,1,8,1,93,1,0,0,1,5,0,1,0,6,"High School or More",53500,"$20,000+",2,2,1,59
"5011",2010,219523,2,8,2,57,3,0,1,0,4,0,1,0,6,"High School or More",53500,"$20,000+",2,2,1,90
"5012",2010,219545,1,8,1,85,1,0,0,1,1,1,1,0,5,"Less than High School",49800,"$20,000+",3,3,1,94
"5013",2010,219545,2,8,2,83,2,0,0,1,1,1,1,0,4,"Less than High School",49800,"$20,000+",3,3,1,77
"5014",2010,219545,3,8,1,56,3,2,1,0,4,0,1,0,4,"Less than High School",49800,"$20,000+",3,3,1,134
"5015",2010,219670,1,8,2,84,1,0,0,1,5,0,1,0,7,"High School or More",30300,"$20,000+",2,2,1,18
"5016",2010,219670,2,8,1,44,3,1,0,0,6,0,1,0,8,"High School or More",30300,"$20,000+",2,2,1,71
"5017",2010,219722,1,8,1,66,1,0,0,0,1,1,1,0,10,"High School or More",116000,"$20,000+",3,3,1,95
"5018",2010,219722,2,8,2,65,2,0,3,0,1,1,1,0,8,"High School or More",116000,"$20,000+",3,3,1,86
"5019",2010,219722,3,8,1,93,6,0,0,1,5,0,1,0,11,"High School or More",116000,"$20,000+",3,3,1,150
"5020",2010,219793,1,8,2,84,1,0,0,1,5,0,1,0,6,"High School or More",29200,"$20,000+",3,3,1,110
"5021",2010,219793,2,8,1,56,3,1,0,0,1,1,1,0,6,"High School or More",29200,"$20,000+",3,3,1,118
"5022",2010,219793,3,8,2,58,4,0,0,0,1,1,1,0,6,"High School or More",29200,"$20,000+",3,3,1,131
"5023",2010,219883,1,8,1,80,1,0,0,1,4,0,1,0,6,"High School or More",27600,"$20,000+",2,2,1,85
"5024",2010,219883,2,8,1,51,3,0,1,0,6,0,1,0,2,"Less than High School",27600,"$20,000+",2,2,1,84
"5025",2010,219904,1,8,1,62,1,2,0,0,6,0,1,0,10,"High School or More",27400,"$20,000+",2,2,1,97
"5026",2010,219904,2,8,2,86,5,0,0,1,5,0,1,0,6,"High School or More",27400,"$20,000+",2,2,1,150
"5027",2010,219928,1,8,2,58,1,2,0,0,6,0,1,0,11,"High School or More",110900,"$20,000+",2,2,1,76
"5028",2010,219928,2,8,2,83,5,0,0,1,5,0,1,0,3,"Less than High School",110900,"$20,000+",2,2,1,63
"5029",2010,220121,1,8,1,93,1,0,0,1,5,0,1,0,6,"High School or More",25300,"$20,000+",2,2,1,17
"5030",2010,220121,2,8,1,50,3,0,1,0,4,0,1,0,6,"High School or More",25300,"$20,000+",2,2,1,21
"5031",2010,220521,1,8,2,57,1,2,0,0,6,0,1,0,7,"High School or More",23910,"$20,000+",2,2,1,90
"5032",2010,220521,2,8,2,84,5,0,0,1,4,0,1,0,7,"High School or More",23910,"$20,000+",2,2,1,101
"5033",2010,220626,1,8,1,86,1,0,0,1,1,1,1,0,6,"High School or More",30000,"$20,000+",3,3,1,37
"5034",2010,220626,3,8,1,57,3,2,1,0,4,0,1,0,6,"High School or More",30000,"$20,000+",3,3,1,65
"5035",2010,220726,1,8,2,84,1,0,0,1,5,0,1,0,6,"High School or More",12500,"< $20,000",2,2,1,107
"5036",2010,220726,2,8,1,48,3,1,0,0,6,0,1,0,7,"High School or More",12500,"< $20,000",2,2,1,116
"5037",2010,220848,1,8,1,53,1,4,0,2,4,0,1,0,10,"High School or More",170500,"$20,000+",6,6,1,105
"5038",2010,220848,2,8,2,3,3,6,1,0,6,0,1,0,1,"Less than High School",170500,"$20,000+",6,6,1,98
"5039",2010,220848,3,8,2,3,3,6,1,0,6,0,1,0,1,"Less than High School",170500,"$20,000+",6,6,1,100
"5040",2010,220848,4,8,2,93,5,0,0,1,5,0,1,0,10,"High School or More",170500,"$20,000+",6,6,1,156
"5041",2010,220848,5,8,1,89,5,0,0,0,2,1,1,0,10,"High School or More",170500,"$20,000+",6,6,1,120
"5042",2010,220848,6,8,2,41,11,0,0,2,4,0,1,0,10,"High School or More",170500,"$20,000+",6,6,1,104
"5043",2010,221100,1,8,2,70,1,2,0,0,6,0,1,0,7,"High School or More",57830,"$20,000+",2,2,1,70
"5044",2010,221100,2,8,2,93,5,0,0,1,5,0,1,0,8,"High School or More",57830,"$20,000+",2,2,1,17
"5045",2010,221137,1,8,2,76,1,2,0,0,5,0,1,0,8,"High School or More",78800,"$20,000+",2,2,1,56
"5046",2010,221137,2,8,2,93,5,0,0,1,5,0,1,0,2,"Less than High School",78800,"$20,000+",2,2,1,9
"5047",2010,221232,1,8,1,61,1,2,0,0,4,0,1,0,11,"High School or More",50300,"$20,000+",3,2,1,90
"5048",2010,221232,2,8,2,88,5,0,0,1,5,0,1,0,1,"Less than High School",50300,"$20,000+",3,2,1,114
"5049",2010,221232,3,8,2,59,12,0,0,0,5,0,1,0,10,"High School or More",50300,"$20,000+",3,1,1,121
"5050",2010,221465,1,8,1,81,1,0,0,1,1,1,1,0,11,"High School or More",122700,"$20,000+",4,4,1,65
"5051",2010,221465,2,8,2,81,2,0,0,1,1,1,1,0,7,"High School or More",122700,"$20,000+",4,4,1,69
"5052",2010,221465,3,8,1,60,3,2,1,0,1,1,1,0,8,"High School or More",122700,"$20,000+",4,4,1,65
"5053",2010,221465,4,8,2,58,4,0,0,0,1,1,1,0,6,"High School or More",122700,"$20,000+",4,4,1,69
"5054",2010,221789,1,8,2,80,1,0,0,1,5,0,1,0,6,"High School or More",11850,"< $20,000",2,2,1,112
"5055",2010,221789,2,8,1,49,3,1,0,0,4,0,1,0,3,"Less than High School",11850,"< $20,000",2,2,1,158
"5056",2010,222214,1,8,2,80,1,0,0,1,5,0,1,0,6,"High School or More",36400,"$20,000+",2,2,1,89
"5057",2010,222214,2,8,2,53,3,1,0,0,6,0,1,0,0,"Less than High School",36400,"$20,000+",2,2,1,138
"5058",2010,222254,1,8,2,86,1,0,0,1,5,0,1,0,6,"High School or More",13700,"< $20,000",2,2,1,79
"5059",2010,222254,2,8,1,50,3,1,0,0,6,0,1,0,5,"Less than High School",13700,"< $20,000",2,2,1,85
"5060",2010,222693,1,8,1,82,1,0,0,1,5,0,1,0,11,"High School or More",49100,"$20,000+",2,2,1,77
"5061",2010,222693,2,8,1,56,3,0,1,0,4,0,1,0,10,"High School or More",49100,"$20,000+",2,2,1,137
"5062",2010,222701,1,8,1,42,1,0,0,1,1,1,1,0,6,"High School or More",213200,"$20,000+",4,4,1,90
"5063",2010,222701,2,8,2,51,2,4,0,1,1,1,1,0,10,"High School or More",213200,"$20,000+",4,4,1,106
"5064",2010,222701,3,8,2,13,3,2,1,0,6,0,1,0,2,"Less than High School",213200,"$20,000+",4,4,1,100
"5065",2010,222701,4,8,2,82,6,0,0,1,5,0,1,0,10,"High School or More",213200,"$20,000+",4,4,1,91
"5066",2010,222720,1,8,2,76,1,0,0,1,1,1,1,0,8,"High School or More",37830,"$20,000+",3,3,1,83
"5067",2010,222720,2,8,1,82,2,0,0,1,1,1,1,0,2,"Less than High School",37830,"$20,000+",3,3,1,68
"5068",2010,222720,3,8,1,48,3,1,2,0,6,0,1,0,6,"High School or More",37830,"$20,000+",3,3,1,134
"5069",2010,222898,1,8,2,58,1,2,0,0,4,0,1,0,7,"High School or More",70400,"$20,000+",2,2,1,109
"5070",2010,222898,2,8,2,83,5,0,0,1,5,0,1,0,6,"High School or More",70400,"$20,000+",2,2,1,196
"5071",2010,223016,1,8,2,93,1,0,0,1,5,0,1,0,7,"High School or More",45600,"$20,000+",2,2,1,74
"5072",2010,223016,2,8,2,67,3,1,0,0,6,0,1,0,11,"High School or More",45600,"$20,000+",2,2,1,84
"5073",2010,223241,1,8,1,59,1,4,0,1,1,1,1,0,0,"Less than High School",129800,"$20,000+",4,4,1,67
"5074",2010,223241,2,8,2,51,2,0,0,1,1,1,1,0,10,"High School or More",129800,"$20,000+",4,4,1,72
"5075",2010,223241,3,8,2,24,3,2,1,0,6,0,1,0,11,"High School or More",129800,"$20,000+",4,4,1,86
"5076",2010,223241,4,8,2,80,5,0,0,1,5,0,1,0,10,"High School or More",129800,"$20,000+",4,4,1,82
"5077",2010,223467,1,8,1,54,1,0,2,0,6,0,1,0,7,"High School or More",392000,"$20,000+",2,2,1,22
"5078",2010,223467,2,8,1,83,5,0,0,1,5,0,1,0,6,"High School or More",392000,"$20,000+",2,2,1,22
"5079",2010,223646,1,8,1,59,1,0,0,1,1,1,1,0,10,"High School or More",138800,"$20,000+",4,4,1,96
"5080",2010,223646,2,8,2,58,2,4,0,1,1,1,1,0,8,"High School or More",138800,"$20,000+",4,4,1,105
"5081",2010,223646,3,8,1,25,3,2,1,0,6,0,1,0,10,"High School or More",138800,"$20,000+",4,4,1,116
"5082",2010,223646,4,8,2,84,6,0,0,1,4,0,1,0,6,"High School or More",138800,"$20,000+",4,4,1,107
"5083",2010,223900,1,8,2,85,1,0,0,1,5,0,1,0,6,"High School or More",49800,"$20,000+",2,2,1,68
"5084",2010,223900,2,8,1,59,3,1,0,0,6,0,1,0,6,"High School or More",49800,"$20,000+",2,2,1,77
"5085",2010,224289,1,8,1,89,1,0,0,1,5,0,1,0,7,"High School or More",148800,"$20,000+",3,3,1,86
"5086",2010,224289,2,8,2,56,3,0,1,0,1,1,1,0,6,"High School or More",148800,"$20,000+",3,3,1,43
"5087",2010,224289,3,8,1,57,4,0,0,0,1,1,1,0,11,"High School or More",148800,"$20,000+",3,3,1,24
"5088",2010,224426,1,8,1,81,1,0,0,1,1,1,1,0,11,"High School or More",77200,"$20,000+",3,3,1,85
"5089",2010,224426,2,8,2,79,2,0,0,1,1,1,1,0,10,"High School or More",77200,"$20,000+",3,3,1,102
"5090",2010,224426,3,8,1,50,3,2,1,0,4,0,1,0,8,"High School or More",77200,"$20,000+",3,3,1,157
"5091",2010,224511,1,8,1,54,1,5,4,1,1,1,1,0,8,"High School or More",220800,"$20,000+",5,5,1,68
"5092",2010,224511,2,8,2,54,2,0,0,1,1,1,1,0,8,"High School or More",220800,"$20,000+",5,5,1,64
"5093",2010,224511,3,8,1,27,3,2,1,0,6,0,1,0,8,"High School or More",220800,"$20,000+",5,5,1,55
"5094",2010,224511,4,8,1,81,5,0,0,1,1,1,1,0,6,"High School or More",220800,"$20,000+",5,5,1,63
"5095",2010,224511,5,8,2,77,5,0,0,1,1,1,1,0,2,"Less than High School",220800,"$20,000+",5,5,1,72
"5096",2010,224663,1,8,1,80,1,0,0,1,1,1,1,0,6,"High School or More",66000,"$20,000+",5,5,1,82
"5097",2010,224663,2,8,2,78,2,0,0,1,1,1,1,0,3,"Less than High School",66000,"$20,000+",5,5,1,87
"5098",2010,224663,3,8,1,53,3,2,1,2,4,0,1,0,6,"High School or More",66000,"$20,000+",5,5,1,132
"5099",2010,224663,4,8,1,20,9,0,3,0,6,0,1,0,6,"High School or More",66000,"$20,000+",5,5,1,130
"5100",2010,224663,5,8,2,15,9,0,3,0,6,0,1,0,5,"Less than High School",66000,"$20,000+",5,5,1,93
"5101",2010,224687,1,8,2,63,1,3,0,1,5,0,1,0,10,"High School or More",51500,"$20,000+",3,3,1,58
"5102",2010,224687,2,8,1,26,3,1,0,0,6,0,1,0,7,"High School or More",51500,"$20,000+",3,3,1,138
"5103",2010,224687,3,8,2,93,5,0,0,1,5,0,1,0,6,"High School or More",51500,"$20,000+",3,3,1,104
"5104",2010,225236,1,8,1,83,1,0,0,1,5,0,1,0,0,"Less than High School",39200,"$20,000+",2,2,1,50
"5105",2010,225236,2,8,1,55,3,0,1,0,2,1,1,0,7,"High School or More",39200,"$20,000+",2,2,1,109
"5106",2010,225267,1,8,2,55,1,0,0,1,1,1,7,0,6,"High School or More",72800,"$20,000+",4,4,1,104
"5107",2010,225267,2,8,1,55,2,0,4,1,1,1,7,0,7,"High School or More",72800,"$20,000+",4,4,1,108
"5108",2010,225267,3,8,2,13,3,1,2,0,6,0,7,0,2,"Less than High School",72800,"$20,000+",4,4,1,115
"5109",2010,225267,4,8,1,82,6,0,0,1,2,1,7,0,6,"High School or More",72800,"$20,000+",4,4,1,208
"5110",2010,225293,1,8,2,85,1,0,0,1,5,0,1,0,2,"Less than High School",46400,"$20,000+",2,2,1,63
"5111",2010,225293,2,8,1,58,3,1,0,0,4,0,1,0,11,"High School or More",46400,"$20,000+",2,2,1,81
"5112",2010,225324,1,8,2,85,1,0,0,1,5,0,1,0,6,"High School or More",76980,"$20,000+",2,2,1,117
"5113",2010,225324,2,8,2,61,3,1,0,0,5,0,1,0,7,"High School or More",76980,"$20,000+",2,2,1,121
"5114",2010,225405,1,8,1,70,1,5,0,2,1,1,1,0,7,"High School or More",108400,"$20,000+",7,7,1,101
"5115",2010,225405,2,8,2,49,2,0,0,2,1,1,1,0,6,"High School or More",108400,"$20,000+",7,7,1,83
"5116",2010,225405,3,8,1,24,3,2,1,1,1,1,1,0,6,"High School or More",108400,"$20,000+",7,7,1,147
"5117",2010,225405,4,8,2,21,3,2,1,0,6,0,1,0,6,"High School or More",108400,"$20,000+",7,7,1,110
"5118",2010,225405,5,8,2,93,5,0,0,1,5,0,1,0,6,"High School or More",108400,"$20,000+",7,7,1,107
"5119",2010,225405,6,8,1,1,9,7,3,0,6,0,1,0,0,"Less than High School",108400,"$20,000+",7,7,1,82
"5120",2010,225405,7,8,2,22,4,0,0,1,1,1,1,0,6,"High School or More",108400,"$20,000+",7,7,1,111
"5121",2010,225509,1,8,2,89,1,0,0,1,5,0,1,0,7,"High School or More",94000,"$20,000+",2,2,1,90
"5122",2010,225509,2,8,1,58,3,1,0,0,6,0,1,0,8,"High School or More",94000,"$20,000+",2,2,1,143
"5123",2010,225650,1,8,2,88,1,0,0,1,4,0,1,0,6,"High School or More",28700,"$20,000+",2,2,1,67
"5124",2010,225650,2,8,1,55,3,1,0,0,6,0,1,0,10,"High School or More",28700,"$20,000+",2,2,1,137
"5125",2010,225705,1,8,2,60,1,2,0,0,4,0,1,0,10,"High School or More",84000,"$20,000+",3,3,1,108
"5126",2010,225705,2,8,2,87,5,0,0,1,4,0,1,0,11,"High School or More",84000,"$20,000+",3,3,1,132
"5127",2010,225824,1,8,1,59,1,2,0,0,6,0,1,0,7,"High School or More",15500,"< $20,000",2,2,1,56
"5128",2010,225824,2,8,2,82,5,0,0,1,5,0,1,0,6,"High School or More",15500,"< $20,000",2,2,1,45
"5129",2010,225902,1,8,1,58,1,0,3,0,1,1,1,0,11,"High School or More",303600,"$20,000+",3,3,1,87
"5130",2010,225902,2,8,2,55,2,0,0,0,1,1,1,0,10,"High School or More",303600,"$20,000+",3,3,1,94
"5131",2010,225902,3,8,1,93,5,0,0,1,5,0,1,0,10,"High School or More",303600,"$20,000+",3,3,1,101
"5132",2010,225957,1,8,1,79,1,0,0,1,1,1,1,0,7,"High School or More",77200,"$20,000+",3,3,1,63
"5133",2010,225957,2,8,2,80,2,0,0,1,1,1,1,0,6,"High School or More",77200,"$20,000+",3,3,1,84
"5134",2010,225957,3,8,1,46,3,2,1,0,6,0,1,0,6,"High School or More",77200,"$20,000+",3,3,1,120
"5135",2010,226395,1,8,2,52,1,4,0,1,2,1,1,0,6,"High School or More",40400,"$20,000+",4,4,1,21
"5136",2010,226395,2,8,2,8,3,1,0,0,6,0,1,0,1,"Less than High School",40400,"$20,000+",4,4,1,22
"5137",2010,226395,3,8,2,50,7,4,0,0,4,0,1,0,6,"High School or More",40400,"$20,000+",4,4,1,30
"5138",2010,226395,4,8,2,85,5,0,0,2,5,0,1,0,6,"High School or More",40400,"$20,000+",4,4,1,28
"5139",2010,226513,1,8,2,87,1,0,0,1,5,0,1,0,6,"High School or More",15200,"< $20,000",2,2,1,77
"5140",2010,226513,2,8,2,54,3,1,0,0,4,0,1,0,6,"High School or More",15200,"< $20,000",2,2,1,7
"5141",2010,226548,1,8,1,66,1,0,0,0,1,1,1,0,6,"High School or More",31000,"$20,000+",3,3,1,95
"5142",2010,226548,2,8,2,67,2,3,0,0,1,1,1,0,7,"High School or More",31000,"$20,000+",3,3,1,86
"5143",2010,226548,3,8,2,93,6,0,0,1,5,0,1,0,6,"High School or More",31000,"$20,000+",3,3,1,99
"5144",2010,226622,1,8,1,84,1,0,0,1,5,0,1,0,6,"High School or More",39700,"$20,000+",2,2,1,97
"5145",2010,226622,2,8,1,52,3,0,1,0,5,0,1,0,6,"High School or More",39700,"$20,000+",2,2,1,106
"5146",2010,226684,1,8,1,80,1,0,0,1,4,0,1,0,11,"High School or More",109500,"$20,000+",2,2,1,80
"5147",2010,226684,2,8,1,55,3,0,1,0,4,0,1,0,7,"High School or More",109500,"$20,000+",2,2,1,8
"5148",2010,226697,1,8,1,60,1,4,0,1,1,1,1,0,6,"High School or More",41470,"$20,000+",4,4,1,58
"5149",2010,226697,2,8,2,56,2,0,0,1,1,1,1,0,6,"High School or More",41470,"$20,000+",4,4,1,60
"5150",2010,226697,3,8,1,36,3,2,1,0,6,0,1,0,3,"Less than High School",41470,"$20,000+",4,4,1,6
"5151",2010,226697,4,8,2,83,5,0,0,1,5,0,1,0,6,"High School or More",41470,"$20,000+",4,4,1,12
"5152",2010,226967,1,8,2,54,1,2,0,0,4,0,1,0,6,"High School or More",149020,"$20,000+",2,2,1,90
"5153",2010,226967,2,8,2,83,5,0,0,1,5,0,1,0,7,"High School or More",149020,"$20,000+",2,2,1,95
"5154",2010,227348,1,8,2,53,1,2,0,0,4,0,1,0,7,"High School or More",78100,"$20,000+",2,2,1,115
"5155",2010,227348,2,8,2,81,5,0,0,1,5,0,1,0,6,"High School or More",78100,"$20,000+",2,2,1,171
"5156",2010,227663,1,8,1,60,1,0,0,2,1,1,1,0,11,"High School or More",147300,"$20,000+",5,5,1,81
"5157",2010,227663,2,8,2,55,2,5,0,2,1,1,1,0,8,"High School or More",147300,"$20,000+",5,5,1,73
"5158",2010,227663,3,8,1,18,3,2,1,0,6,0,1,0,6,"High School or More",147300,"$20,000+",5,5,1,88
"5159",2010,227663,4,8,2,16,3,2,1,0,6,0,1,0,4,"Less than High School",147300,"$20,000+",5,5,1,88
"5160",2010,227663,5,8,2,87,6,0,0,1,5,0,1,0,6,"High School or More",147300,"$20,000+",5,5,1,96
"5161",2010,228033,1,8,1,53,1,2,0,0,6,0,1,0,6,"High School or More",46520,"$20,000+",2,2,1,125
"5162",2010,228033,2,8,2,80,5,0,0,1,4,0,1,0,6,"High School or More",46520,"$20,000+",2,2,1,140
"5163",2010,228085,1,8,2,55,1,2,0,0,6,0,1,0,11,"High School or More",223900,"$20,000+",2,2,1,109
"5164",2010,228085,2,8,2,86,5,0,0,1,5,0,1,0,7,"High School or More",223900,"$20,000+",2,2,1,83
"5165",2010,228424,1,8,2,53,1,0,3,0,1,1,1,0,11,"High School or More",81600,"$20,000+",3,3,1,84
"5166",2010,228424,2,8,1,52,2,0,0,0,1,1,1,0,7,"High School or More",81600,"$20,000+",3,3,1,78
"5167",2010,228424,3,8,1,89,5,0,0,1,5,0,1,0,2,"Less than High School",81600,"$20,000+",3,3,1,76
"5168",2010,228474,1,8,2,86,1,0,0,1,5,0,1,0,6,"High School or More",51300,"$20,000+",2,2,1,87
"5169",2010,228474,2,8,1,65,3,1,0,0,6,0,1,0,6,"High School or More",51300,"$20,000+",2,2,1,109
"5170",2010,228619,1,8,1,43,1,4,0,1,1,1,1,0,6,"High School or More",124300,"$20,000+",6,6,1,96
"5171",2010,228619,2,8,2,48,2,5,0,1,1,1,1,0,6,"High School or More",124300,"$20,000+",6,6,1,84
"5172",2010,228619,3,8,2,7,3,2,1,0,6,0,1,0,1,"Less than High School",124300,"$20,000+",6,6,1,115
"5173",2010,228619,4,8,2,61,5,0,0,1,2,1,1,0,7,"High School or More",124300,"$20,000+",6,6,1,116
"5174",2010,228619,5,8,2,84,6,0,0,1,4,0,1,0,6,"High School or More",124300,"$20,000+",6,6,1,130
"5175",2010,228619,6,8,1,79,6,0,0,0,4,0,1,0,6,"High School or More",124300,"$20,000+",6,6,1,127
"5176",2010,228811,1,8,1,93,1,0,0,1,5,0,1,0,7,"High School or More",75000,"$20,000+",2,2,1,63
"5177",2010,228811,2,8,2,65,3,0,1,0,4,0,1,0,7,"High School or More",75000,"$20,000+",2,2,1,69
"5178",2010,228859,1,8,2,54,1,2,0,0,4,0,1,0,7,"High School or More",24500,"$20,000+",2,2,1,86
"5179",2010,228859,2,8,2,83,5,0,0,1,4,0,1,0,10,"High School or More",24500,"$20,000+",2,2,1,96
"5180",2010,228991,1,8,2,80,1,0,0,1,5,0,1,0,6,"High School or More",11900,"< $20,000",2,2,1,82
"5181",2010,228991,2,8,2,58,3,1,0,0,4,0,1,0,10,"High School or More",11900,"< $20,000",2,2,1,132
"5182",2010,229247,1,8,1,65,1,2,0,0,4,0,1,0,6,"High School or More",47210,"$20,000+",2,2,1,55
"5183",2010,229247,2,8,2,93,5,0,0,1,5,0,1,0,6,"High School or More",47210,"$20,000+",2,2,1,192
"5184",2010,229272,1,8,2,59,1,3,0,1,4,0,1,0,6,"High School or More",55180,"$20,000+",4,4,1,71
"5185",2010,229272,2,8,1,40,3,1,4,0,6,0,1,0,6,"High School or More",55180,"$20,000+",4,4,1,112
"5186",2010,229272,3,8,2,93,5,0,0,1,5,0,1,0,6,"High School or More",55180,"$20,000+",4,4,1,94
"5187",2010,229272,4,8,1,52,11,0,0,1,4,0,1,0,6,"High School or More",55180,"$20,000+",4,4,1,69
"5188",2010,229294,1,8,2,81,1,0,0,1,5,0,1,0,11,"High School or More",201300,"$20,000+",4,4,1,35
"5189",2010,229294,2,8,2,50,3,1,0,1,1,1,1,0,7,"High School or More",201300,"$20,000+",4,4,1,43
"5190",2010,229294,3,8,2,27,9,2,4,0,6,0,1,0,10,"High School or More",201300,"$20,000+",4,4,1,47
"5191",2010,229294,4,8,1,62,4,0,0,1,1,1,1,0,11,"High School or More",201300,"$20,000+",4,4,1,31
"5192",2010,229314,1,8,1,85,1,0,0,1,1,1,1,0,11,"High School or More",67010,"$20,000+",3,3,1,69
"5193",2010,229314,2,8,2,82,2,0,0,1,1,1,1,0,10,"High School or More",67010,"$20,000+",3,3,1,64
"5194",2010,229314,3,8,1,55,3,2,1,0,4,0,1,0,10,"High School or More",67010,"$20,000+",3,3,1,80
"5195",2010,229360,1,8,2,58,1,2,0,0,2,1,1,0,11,"High School or More",31600,"$20,000+",2,2,1,175
"5196",2010,229360,2,8,2,93,5,0,0,1,5,0,1,0,3,"Less than High School",31600,"$20,000+",2,2,1,99
"5197",2010,229390,1,8,2,55,1,2,0,0,4,0,1,0,6,"High School or More",26100,"$20,000+",2,2,1,128
"5198",2010,229390,2,8,2,93,5,0,0,1,5,0,1,0,6,"High School or More",26100,"$20,000+",2,2,1,158
"5199",2010,229392,1,8,1,52,1,2,0,0,6,0,1,0,10,"High School or More",26900,"$20,000+",2,2,1,47
"5200",2010,229392,2,8,2,83,5,0,0,1,5,0,1,0,7,"High School or More",26900,"$20,000+",2,2,1,12
"5201",2010,229572,1,8,2,55,1,2,0,0,4,0,1,0,5,"Less than High School",17500,"< $20,000",2,2,1,77
"5202",2010,229572,2,8,2,82,5,0,0,1,5,0,1,0,6,"High School or More",17500,"< $20,000",2,2,1,77
"5203",2010,229593,1,8,2,81,1,0,0,1,5,0,1,0,4,"Less than High School",38300,"$20,000+",2,2,1,83
"5204",2010,229593,2,8,2,63,3,1,0,0,4,0,1,0,6,"High School or More",38300,"$20,000+",2,2,1,116
"5205",2010,229764,1,8,1,88,1,0,0,1,1,1,1,0,6,"High School or More",60340,"$20,000+",3,3,1,56
