"","YEAR","SERIAL","PERNUM","STATEFIP","RELATE","RELATED","MOMLOC","POPLOC","NCHILD","SEX","AGE","mother_age","father_age","MARST","married_dummy","RACE","HISPAN","EDUC","hs_binary","HHINCOME","inc_3cat","NUMPREC","FAMSIZE","PERWT"
"1708",2010,203313,1,6,1,101,4,0,1,2,55,84,NA,1,1,1,0,6,"High School or More",67300,"$20,000+",4,4,93
"1709",2010,203432,2,6,3,301,1,0,0,2,51,80,NA,4,0,1,0,6,"High School or More",62100,"$20,000+",2,2,109
"1710",2010,203815,2,6,2,201,8,0,2,2,58,83,NA,1,1,1,0,8,"High School or More",162210,"$20,000+",9,8,66
"1711",2010,204202,1,6,1,101,4,0,1,1,73,93,NA,1,1,1,0,10,"High School or More",155600,"$20,000+",4,4,63
"1712",2010,204217,2,6,3,301,1,0,0,1,42,83,NA,6,0,1,0,7,"High School or More",16800,"< $20,000",2,2,79
"1713",2010,204292,3,6,3,302,2,1,0,1,40,76,81,6,0,1,0,7,"High School or More",46500,"$20,000+",3,3,101
"1714",2010,204394,2,6,2,201,3,0,0,2,61,89,NA,1,1,1,0,7,"High School or More",87150,"$20,000+",3,3,70
"1715",2010,204403,1,6,1,101,5,0,2,1,49,89,NA,1,1,1,0,7,"High School or More",19500,"< $20,000",5,5,103
"1716",2010,204630,1,6,1,101,2,0,0,2,60,84,NA,6,0,1,0,11,"High School or More",392800,"$20,000+",2,2,92
"1717",2010,204674,2,6,3,301,1,0,0,2,59,86,NA,4,0,1,0,6,"High School or More",45400,"$20,000+",2,2,101
"1718",2010,204762,2,6,3,301,0,1,2,2,51,NA,85,3,0,1,0,7,"High School or More",127500,"$20,000+",4,4,83
"1719",2010,204849,1,6,1,101,2,0,0,2,60,93,NA,6,0,1,0,7,"High School or More",104100,"$20,000+",2,2,66
"1720",2010,205160,1,6,1,101,2,0,0,1,65,93,NA,4,0,1,0,10,"High School or More",102200,"$20,000+",2,2,88
"1721",2010,205244,3,6,3,301,1,2,0,1,53,76,80,4,0,1,0,6,"High School or More",29000,"$20,000+",3,3,81
"1722",2010,205565,1,6,1,101,3,0,0,1,67,80,NA,1,1,1,0,10,"High School or More",120700,"$20,000+",3,3,75
"1723",2010,205602,1,6,1,101,3,0,0,1,63,93,NA,1,1,1,0,6,"High School or More",621000,"$20,000+",3,3,69
"1724",2010,205799,1,6,1,101,0,4,2,2,57,NA,83,4,0,1,0,5,"Less than High School",47400,"$20,000+",7,6,61
"1725",2010,205881,1,6,1,101,3,0,0,2,59,89,NA,1,1,1,0,7,"High School or More",70900,"$20,000+",3,3,285
"1726",2010,205945,2,6,2,201,3,0,0,2,62,88,NA,1,1,1,0,7,"High School or More",83200,"$20,000+",3,3,73
"1727",2010,206006,1,6,1,101,2,0,0,2,64,93,NA,6,0,1,0,11,"High School or More",55850,"$20,000+",2,2,78
"1728",2010,206020,2,6,3,301,1,0,0,1,58,86,NA,6,0,1,0,10,"High School or More",111510,"$20,000+",2,2,71
"1729",2010,206154,3,6,3,301,2,1,0,2,62,93,93,6,0,1,0,8,"High School or More",98340,"$20,000+",3,3,104
"1730",2010,206272,1,6,1,101,4,0,2,2,63,85,NA,5,0,1,0,6,"High School or More",189200,"$20,000+",11,11,67
"1731",2010,206326,3,6,3,301,2,1,0,1,60,84,84,6,0,1,0,7,"High School or More",40000,"$20,000+",3,3,80
"1732",2010,206582,2,6,3,301,0,1,0,1,49,NA,84,6,0,1,0,11,"High School or More",98000,"$20,000+",2,2,85
"1733",2010,206592,3,6,3,301,2,1,1,2,61,83,84,5,0,1,0,5,"Less than High School",79700,"$20,000+",5,5,87
"1734",2010,206669,2,6,3,301,1,0,0,2,61,93,NA,4,0,1,0,11,"High School or More",23200,"$20,000+",2,2,110
"1735",2010,206728,2,6,3,301,0,1,0,1,60,NA,87,6,0,1,0,11,"High School or More",53500,"$20,000+",2,2,131
"1736",2010,206868,2,6,3,301,1,0,0,1,52,86,NA,4,0,1,0,4,"Less than High School",31000,"$20,000+",2,2,94
"1737",2010,207023,1,6,1,101,3,0,0,2,55,86,NA,1,1,1,0,7,"High School or More",152500,"$20,000+",3,3,63
"1738",2010,207049,2,6,3,301,1,0,0,1,52,83,NA,2,1,1,0,10,"High School or More",95150,"$20,000+",2,2,98
"1739",2010,207083,2,6,2,201,4,0,1,2,49,82,NA,1,1,1,0,11,"High School or More",239700,"$20,000+",4,4,69
"1740",2010,207086,3,6,3,301,2,1,0,1,50,78,81,6,0,1,0,10,"High School or More",165250,"$20,000+",3,3,78
"1741",2010,207201,2,6,3,301,1,0,0,2,68,88,NA,4,0,1,0,10,"High School or More",102900,"$20,000+",2,2,98
"1742",2010,207242,2,6,3,302,1,0,0,1,47,82,NA,4,0,1,0,7,"High School or More",79200,"$20,000+",2,2,72
"1743",2010,207392,2,6,3,301,0,1,1,2,56,NA,86,4,0,1,0,11,"High School or More",166900,"$20,000+",3,3,127
"1744",2010,207441,3,6,3,301,1,2,1,2,54,85,87,4,0,1,0,6,"High School or More",53300,"$20,000+",4,4,79
"1745",2010,207477,3,6,3,301,2,1,0,1,42,NA,85,6,0,8,0,6,"High School or More",90200,"$20,000+",3,3,94
"1746",2010,207534,2,6,2,201,5,0,1,1,64,93,NA,1,1,1,0,6,"High School or More",101400,"$20,000+",5,5,62
"1747",2010,207570,2,6,3,301,1,0,1,2,54,84,NA,4,0,1,0,6,"High School or More",86400,"$20,000+",3,3,102
"1748",2010,207671,3,6,3,301,2,1,0,1,53,81,84,3,0,1,0,8,"High School or More",242000,"$20,000+",3,3,86
"1749",2010,207774,1,6,1,101,3,0,0,2,56,80,NA,1,1,1,0,11,"High School or More",119050,"$20,000+",3,3,67
"1750",2010,207875,1,6,1,101,2,0,0,2,67,93,NA,5,0,1,0,6,"High School or More",55870,"$20,000+",2,2,83
"1751",2010,208069,2,6,3,301,1,0,1,2,53,81,NA,6,0,1,0,7,"High School or More",75350,"$20,000+",4,4,86
"1752",2010,208069,3,6,3,301,1,0,0,2,43,81,NA,6,0,1,0,10,"High School or More",75350,"$20,000+",4,4,86
"1753",2010,208072,2,6,3,301,1,0,0,1,53,83,NA,6,0,1,0,8,"High School or More",46800,"$20,000+",3,3,219
"1754",2010,208072,3,6,3,301,1,0,0,1,53,83,NA,6,0,1,0,8,"High School or More",46800,"$20,000+",3,3,219
"1755",2010,208162,1,6,1,101,4,0,1,2,60,93,NA,1,1,1,0,8,"High School or More",191510,"$20,000+",7,7,78
"1756",2010,208281,2,6,3,301,1,0,1,2,62,88,NA,4,0,1,0,5,"Less than High School",28600,"$20,000+",3,3,89
"1757",2010,208325,1,6,1,101,4,0,1,1,51,82,NA,1,1,1,0,7,"High School or More",30000,"$20,000+",5,5,52
"1758",2010,208363,2,6,3,301,1,0,0,2,71,93,NA,6,0,1,0,0,"Less than High School",39500,"$20,000+",2,2,144
"1759",2010,208432,2,6,3,301,1,0,0,1,51,83,NA,6,0,1,0,7,"High School or More",34600,"$20,000+",2,2,220
"1760",2010,208520,3,6,3,301,2,1,0,2,26,NA,81,6,0,1,0,7,"High School or More",39200,"$20,000+",3,3,94
"1761",2010,208526,1,6,1,101,4,3,0,2,45,80,87,1,1,1,0,10,"High School or More",91400,"$20,000+",4,4,100
"1762",2010,208544,3,6,3,301,2,1,0,1,57,86,87,4,0,1,0,4,"Less than High School",22400,"$20,000+",6,6,114
"1763",2010,208544,4,6,3,301,2,1,1,2,53,86,87,5,0,1,0,6,"High School or More",22400,"$20,000+",6,6,99
"1764",2010,208544,5,6,3,301,2,1,0,1,51,86,87,4,0,1,0,6,"High School or More",22400,"$20,000+",6,6,107
"1765",2010,208771,2,6,3,301,1,0,0,2,57,93,NA,4,0,1,0,10,"High School or More",3100,"< $20,000",2,2,113
"1766",2010,209030,2,6,3,303,1,0,0,1,51,86,NA,6,0,1,0,6,"High School or More",52500,"$20,000+",2,2,83
"1767",2010,209039,2,6,3,301,0,1,0,2,58,NA,93,6,0,1,0,11,"High School or More",27400,"$20,000+",2,2,75
"1768",2010,209071,1,6,1,101,3,0,0,2,60,93,NA,1,1,1,0,7,"High School or More",68500,"$20,000+",3,3,70
"1769",2010,209080,2,6,2,201,0,4,0,2,53,NA,83,1,1,1,0,6,"High School or More",83400,"$20,000+",4,4,73
"1770",2010,209192,1,6,1,101,2,0,0,2,51,84,NA,6,0,1,0,7,"High School or More",0,"< $20,000",2,2,309
"1771",2010,209226,1,6,1,101,2,0,0,1,62,87,NA,6,0,1,0,6,"High School or More",35200,"$20,000+",2,2,78
"1772",2010,209294,2,6,3,301,0,1,0,2,50,NA,93,4,0,1,0,6,"High School or More",24300,"$20,000+",2,2,104
"1773",2010,209506,2,6,3,301,1,0,0,2,64,85,NA,4,0,1,0,10,"High School or More",12000,"< $20,000",2,2,92
"1774",2010,209594,2,6,2,201,3,0,0,2,59,93,NA,1,1,1,0,8,"High School or More",292100,"$20,000+",3,3,65
"1775",2010,209710,1,6,1,101,2,0,0,2,66,93,NA,5,0,1,0,7,"High School or More",49200,"$20,000+",3,3,60
"1776",2010,209770,1,6,1,101,2,0,0,2,76,93,NA,5,0,1,0,10,"High School or More",64700,"$20,000+",3,3,13
"1777",2010,209872,2,6,3,301,1,0,0,1,68,86,NA,1,1,1,0,6,"High School or More",26700,"$20,000+",3,3,129
"1778",2010,209878,2,6,3,301,0,1,0,2,52,NA,84,6,0,1,0,8,"High School or More",48500,"$20,000+",3,3,74
"1779",2010,209945,1,6,1,101,4,0,1,1,61,93,NA,1,1,1,0,10,"High School or More",46700,"$20,000+",4,4,86
"1780",2010,209989,1,6,1,101,2,0,0,2,67,84,NA,5,0,8,0,11,"High School or More",102000,"$20,000+",2,2,56
"1781",2010,210010,1,6,1,101,0,3,0,1,60,NA,82,1,1,1,0,6,"High School or More",27500,"$20,000+",3,3,66
"1782",2010,210016,2,6,3,301,0,1,0,1,49,NA,88,6,0,1,0,6,"High School or More",17700,"< $20,000",3,3,112
"1783",2010,210016,3,6,3,301,0,1,0,2,48,NA,88,6,0,1,0,10,"High School or More",17700,"< $20,000",3,3,111
"1784",2010,210082,1,6,1,101,3,0,0,2,59,93,NA,1,1,1,0,10,"High School or More",135600,"$20,000+",3,3,60
"1785",2010,210096,2,6,3,301,1,0,1,2,52,84,NA,1,1,1,0,8,"High School or More",89000,"$20,000+",4,4,70
"1786",2010,210129,3,6,3,301,2,1,0,1,51,77,80,4,0,1,0,7,"High School or More",13400,"< $20,000",3,3,77
"1787",2010,210577,3,6,3,301,2,1,0,1,50,76,81,4,0,1,0,6,"High School or More",112600,"$20,000+",3,3,120
"1788",2010,210633,2,6,3,301,1,0,2,2,49,85,NA,4,0,1,0,10,"High School or More",83600,"$20,000+",4,4,90
"1789",2010,210637,2,6,3,301,1,0,0,2,55,85,NA,6,0,8,0,11,"High School or More",24000,"$20,000+",2,2,76
"1790",2010,210815,1,6,1,101,3,0,0,1,65,93,NA,1,1,1,0,7,"High School or More",29300,"$20,000+",3,3,85
"1791",2010,210917,3,6,3,301,1,2,0,2,56,88,93,4,0,1,0,10,"High School or More",178600,"$20,000+",3,3,111
"1792",2010,210947,1,6,1,101,5,0,2,1,46,81,NA,1,1,1,0,11,"High School or More",258400,"$20,000+",7,6,68
"1793",2010,210997,1,6,1,101,2,0,0,1,56,82,NA,6,0,1,0,6,"High School or More",12500,"< $20,000",2,2,64
"1794",2010,211149,1,6,1,101,2,0,0,2,18,80,NA,6,0,8,0,6,"High School or More",33300,"$20,000+",3,2,81
"1795",2010,211155,2,6,3,301,1,0,0,2,68,93,NA,4,0,1,0,10,"High School or More",106800,"$20,000+",2,2,214
"1796",2010,211223,1,6,1,101,2,0,0,2,62,86,NA,5,0,1,0,6,"High School or More",26000,"$20,000+",2,2,104
"1797",2010,211364,3,6,3,301,1,2,0,1,56,80,81,4,0,1,0,6,"High School or More",26200,"$20,000+",4,4,115
"1798",2010,211364,4,6,3,301,1,2,0,1,40,80,81,6,0,1,0,4,"Less than High School",26200,"$20,000+",4,4,100
"1799",2010,211387,3,6,3,301,1,2,0,1,62,86,84,6,0,1,0,8,"High School or More",16800,"< $20,000",3,3,152
"1800",2010,211509,2,6,3,301,1,0,0,2,56,88,NA,4,0,1,0,7,"High School or More",54000,"$20,000+",2,2,88
"1801",2010,211562,2,6,3,301,0,1,0,2,54,NA,80,6,0,1,0,6,"High School or More",89600,"$20,000+",3,3,97
"1802",2010,211562,3,6,3,301,0,1,0,2,46,NA,80,6,0,1,0,5,"Less than High School",89600,"$20,000+",3,3,108
"1803",2010,211578,1,6,1,101,3,0,1,2,67,93,NA,4,0,1,0,6,"High School or More",32200,"$20,000+",3,3,100
"1804",2010,211693,2,6,3,301,1,0,0,1,53,83,NA,6,0,1,0,6,"High School or More",62600,"$20,000+",2,2,78
"1805",2010,211811,1,6,1,101,2,0,0,2,48,80,NA,3,0,1,0,8,"High School or More",27100,"$20,000+",2,2,82
"1806",2010,211834,2,6,3,301,0,1,0,1,40,NA,81,6,0,1,0,7,"High School or More",66900,"$20,000+",2,2,121
"1807",2010,211837,2,6,2,201,3,4,0,2,44,86,82,1,1,1,0,10,"High School or More",136400,"$20,000+",4,4,59
"1808",2010,212019,2,6,3,301,1,0,0,1,58,85,NA,4,0,1,0,6,"High School or More",31000,"$20,000+",2,2,125
"1809",2010,212131,3,6,3,301,2,1,1,2,53,77,80,6,0,1,0,6,"High School or More",116000,"$20,000+",4,4,72
"1810",2010,212212,2,6,3,301,1,0,0,1,53,84,NA,6,0,1,0,10,"High School or More",37000,"$20,000+",2,2,228
"1811",2010,212218,2,6,3,301,0,1,0,1,48,NA,81,6,0,1,0,10,"High School or More",30400,"$20,000+",2,2,90
"1812",2010,212413,3,6,3,301,2,1,0,2,62,81,83,6,0,1,0,0,"Less than High School",34200,"$20,000+",3,3,64
"1813",2010,212422,1,6,1,101,4,0,1,1,64,83,NA,1,1,1,0,10,"High School or More",99100,"$20,000+",4,4,78
"1814",2010,212476,2,6,3,301,3,1,0,1,52,78,93,6,0,1,0,6,"High School or More",56900,"$20,000+",3,3,104
"1815",2010,212596,2,6,3,301,1,0,0,1,51,80,NA,1,1,1,0,6,"High School or More",62000,"$20,000+",3,3,91
"1816",2010,212692,2,6,2,201,4,0,1,2,56,85,NA,1,1,1,0,6,"High School or More",74200,"$20,000+",4,4,271
"1817",2010,212715,2,6,3,301,0,1,0,1,52,NA,80,2,1,1,0,6,"High School or More",40300,"$20,000+",3,3,68
"1818",2010,212715,3,6,3,301,0,1,0,1,51,NA,80,3,0,1,0,7,"High School or More",40300,"$20,000+",3,3,69
"1819",2010,212941,1,6,1,101,2,0,0,2,60,87,NA,5,0,1,0,7,"High School or More",48500,"$20,000+",2,2,63
"1820",2010,213025,2,6,3,301,0,1,0,1,51,NA,85,6,0,1,0,10,"High School or More",89500,"$20,000+",2,2,102
"1821",2010,213078,2,6,3,301,1,0,2,2,55,85,NA,1,1,1,0,6,"High School or More",155200,"$20,000+",5,5,92
"1822",2010,213188,1,6,1,101,5,0,2,1,56,86,NA,1,1,1,0,10,"High School or More",105600,"$20,000+",5,5,69
"1823",2010,213692,2,6,3,301,1,0,0,1,51,93,NA,6,0,1,0,8,"High School or More",27000,"$20,000+",2,2,129
"1824",2010,213871,1,6,1,101,3,0,0,2,62,88,NA,1,1,1,0,8,"High School or More",73000,"$20,000+",3,3,33
"1825",2010,214373,2,6,3,301,1,0,0,1,59,88,NA,3,0,1,0,8,"High School or More",127000,"$20,000+",2,2,101
"1826",2010,214560,2,6,2,201,0,3,0,2,64,NA,88,1,1,1,0,6,"High School or More",52100,"$20,000+",3,3,137
"1827",2010,214573,3,6,3,301,2,1,0,2,51,78,81,6,0,1,0,7,"High School or More",64824,"$20,000+",4,4,61
"1828",2010,214573,4,6,3,301,2,1,0,2,43,78,81,6,0,1,0,6,"High School or More",64824,"$20,000+",4,4,67
"1829",2010,214595,2,6,3,301,1,0,0,2,62,87,NA,4,0,1,0,7,"High School or More",19900,"< $20,000",2,2,107
"1830",2010,214788,1,6,1,101,4,0,0,2,61,82,NA,6,0,1,0,8,"High School or More",29000,"$20,000+",4,4,62
"1831",2010,214788,2,6,7,701,4,0,0,2,59,82,NA,6,0,1,0,8,"High School or More",29000,"$20,000+",4,4,67
"1832",2010,214788,3,6,7,701,4,0,0,1,47,82,NA,6,0,1,0,6,"High School or More",29000,"$20,000+",4,4,65
"1833",2010,214825,2,6,3,301,1,0,0,2,61,87,NA,6,0,1,0,7,"High School or More",50700,"$20,000+",2,2,121
"1834",2010,214843,2,6,3,301,0,1,0,2,48,NA,88,1,1,1,0,10,"High School or More",182300,"$20,000+",3,3,91
"1835",2010,214882,2,6,3,303,1,0,1,1,56,80,NA,4,0,1,0,6,"High School or More",18800,"< $20,000",4,4,135
"1836",2010,214882,3,6,3,303,1,0,0,1,53,80,NA,6,0,1,0,6,"High School or More",18800,"< $20,000",4,4,166
"1837",2010,214886,2,6,2,201,0,3,0,2,58,NA,93,1,1,1,0,7,"High School or More",158500,"$20,000+",3,3,103
"1838",2010,215003,1,6,1,101,2,0,0,1,57,85,NA,6,0,1,0,6,"High School or More",13000,"< $20,000",2,2,54
"1839",2010,215099,1,8,1,101,2,0,0,2,65,89,NA,4,0,1,0,7,"High School or More",42150,"$20,000+",2,2,86
"1840",2010,215622,1,8,1,101,3,0,0,1,44,81,NA,1,1,1,0,6,"High School or More",31700,"$20,000+",3,3,89
"1841",2010,215995,2,8,2,201,0,3,0,2,63,NA,93,1,1,1,0,6,"High School or More",58980,"$20,000+",3,3,120
"1842",2010,216423,1,8,1,101,2,0,0,1,54,93,NA,6,0,1,0,10,"High School or More",89304,"$20,000+",2,2,67
"1843",2010,216491,2,8,3,301,0,1,0,2,53,NA,82,1,1,1,0,6,"High School or More",76900,"$20,000+",3,3,117
"1844",2010,216631,2,8,3,301,1,0,0,1,63,81,NA,4,0,8,0,7,"High School or More",41600,"$20,000+",2,2,90
"1845",2010,216634,2,8,3,301,1,0,0,2,59,86,NA,6,0,1,0,6,"High School or More",54200,"$20,000+",2,2,102
"1846",2010,216662,1,8,1,101,2,0,0,1,46,84,NA,4,0,1,0,6,"High School or More",122500,"$20,000+",4,4,59
"1847",2010,216675,2,8,3,301,1,0,0,1,56,87,NA,4,0,1,0,7,"High School or More",87900,"$20,000+",2,2,128
"1848",2010,217043,1,8,1,101,2,0,0,2,61,83,NA,4,0,1,0,7,"High School or More",140300,"$20,000+",3,3,80
"1849",2010,217314,2,8,2,201,4,3,0,2,64,93,93,1,1,1,0,10,"High School or More",72960,"$20,000+",4,4,89
"1850",2010,217497,2,8,3,301,1,0,0,2,71,93,NA,1,1,1,0,6,"High School or More",64800,"$20,000+",3,3,30
"1851",2010,217722,1,8,1,101,2,0,0,2,70,93,NA,5,0,1,0,6,"High School or More",51000,"$20,000+",2,2,53
"1852",2010,217756,1,8,1,101,4,0,1,1,58,86,NA,1,1,1,0,8,"High School or More",423000,"$20,000+",4,4,92
"1853",2010,217830,3,8,3,301,2,1,0,1,52,88,93,6,0,1,0,10,"High School or More",49600,"$20,000+",3,3,103
"1854",2010,217916,2,8,3,301,1,0,2,2,45,82,NA,4,0,1,0,7,"High School or More",63400,"$20,000+",6,5,81
"1855",2010,218047,1,8,1,101,3,0,0,1,54,88,NA,1,1,1,0,11,"High School or More",327200,"$20,000+",3,3,82
"1856",2010,218258,2,8,3,301,1,0,0,2,68,88,NA,4,0,1,0,6,"High School or More",33900,"$20,000+",2,2,79
"1857",2010,218293,2,8,3,301,1,0,0,2,62,88,NA,5,0,1,0,11,"High School or More",110100,"$20,000+",2,2,2
"1858",2010,218408,1,8,1,101,2,0,0,2,58,93,NA,4,0,1,0,6,"High School or More",47600,"$20,000+",2,2,58
"1859",2010,218431,2,8,2,201,3,0,0,2,60,86,NA,1,1,1,0,7,"High School or More",116050,"$20,000+",3,3,70
"1860",2010,218473,2,8,3,301,1,0,0,2,59,81,NA,6,0,1,0,11,"High School or More",126400,"$20,000+",3,3,170
"1861",2010,218473,3,8,3,301,1,0,0,1,53,81,NA,6,0,1,0,10,"High School or More",126400,"$20,000+",3,3,110
"1862",2010,218622,1,8,1,101,3,0,0,1,54,85,NA,1,1,1,0,10,"High School or More",211700,"$20,000+",3,3,69
"1863",2010,218745,1,8,1,101,2,0,0,1,61,85,NA,4,0,1,0,6,"High School or More",20000,"$20,000+",2,2,78
"1864",2010,218950,2,8,3,301,1,0,0,2,46,80,NA,4,0,1,0,7,"High School or More",36800,"$20,000+",2,2,99
"1865",2010,219042,1,8,1,101,0,2,0,2,55,NA,81,6,0,1,0,6,"High School or More",44100,"$20,000+",2,2,95
"1866",2010,219258,1,8,1,101,2,0,0,2,51,81,NA,4,0,1,0,7,"High School or More",75600,"$20,000+",2,2,71
"1867",2010,219261,1,8,1,101,5,0,3,2,50,88,NA,4,0,1,0,6,"High School or More",19300,"< $20,000",5,5,80
"1868",2010,219402,2,8,3,301,1,0,0,2,56,93,NA,5,0,1,0,7,"High School or More",24900,"$20,000+",2,2,80
"1869",2010,219425,1,8,1,101,2,0,0,2,50,93,NA,4,0,1,0,10,"High School or More",80000,"$20,000+",2,2,75
"1870",2010,219523,2,8,3,301,0,1,0,2,57,NA,93,4,0,1,0,6,"High School or More",53500,"$20,000+",2,2,90
"1871",2010,219545,3,8,3,301,2,1,0,1,56,83,85,4,0,1,0,4,"Less than High School",49800,"$20,000+",3,3,134
"1872",2010,219670,2,8,3,302,1,0,0,1,44,84,NA,6,0,1,0,8,"High School or More",30300,"$20,000+",2,2,71
"1873",2010,219722,2,8,2,201,0,3,0,2,65,NA,93,1,1,1,0,8,"High School or More",116000,"$20,000+",3,3,86
"1874",2010,219793,2,8,3,301,1,0,0,1,56,84,NA,1,1,1,0,6,"High School or More",29200,"$20,000+",3,3,118
"1875",2010,219883,2,8,3,301,0,1,0,1,51,NA,80,6,0,1,0,2,"Less than High School",27600,"$20,000+",2,2,84
"1876",2010,219904,1,8,1,101,2,0,0,1,62,86,NA,6,0,1,0,10,"High School or More",27400,"$20,000+",2,2,97
"1877",2010,219928,1,8,1,101,2,0,0,2,58,83,NA,6,0,1,0,11,"High School or More",110900,"$20,000+",2,2,76
"1878",2010,220121,2,8,3,301,0,1,0,1,50,NA,93,4,0,1,0,6,"High School or More",25300,"$20,000+",2,2,21
"1879",2010,220521,1,8,1,101,2,0,0,2,57,84,NA,6,0,1,0,7,"High School or More",23910,"$20,000+",2,2,90
"1880",2010,220626,3,8,3,301,2,1,0,1,57,NA,86,4,0,1,0,6,"High School or More",30000,"$20,000+",3,3,65
"1881",2010,220726,2,8,3,301,1,0,0,1,48,84,NA,6,0,1,0,7,"High School or More",12500,"< $20,000",2,2,116
"1882",2010,220848,1,8,1,101,4,0,2,1,53,93,NA,4,0,1,0,10,"High School or More",170500,"$20,000+",6,6,105
"1883",2010,221100,1,8,1,101,2,0,0,2,70,93,NA,6,0,1,0,7,"High School or More",57830,"$20,000+",2,2,70
"1884",2010,221137,1,8,1,101,2,0,0,2,76,93,NA,5,0,1,0,8,"High School or More",78800,"$20,000+",2,2,56
"1885",2010,221232,1,8,1,101,2,0,0,1,61,88,NA,4,0,1,0,11,"High School or More",50300,"$20,000+",3,2,90
"1886",2010,221465,3,8,3,301,2,1,0,1,60,81,81,1,1,1,0,8,"High School or More",122700,"$20,000+",4,4,65
"1887",2010,221789,2,8,3,301,1,0,0,1,49,80,NA,4,0,1,0,3,"Less than High School",11850,"< $20,000",2,2,158
"1888",2010,222214,2,8,3,302,1,0,0,2,53,80,NA,6,0,1,0,0,"Less than High School",36400,"$20,000+",2,2,138
"1889",2010,222254,2,8,3,301,1,0,0,1,50,86,NA,6,0,1,0,5,"Less than High School",13700,"< $20,000",2,2,85
"1890",2010,222693,2,8,3,301,0,1,0,1,56,NA,82,4,0,1,0,10,"High School or More",49100,"$20,000+",2,2,137
"1891",2010,222701,2,8,2,201,4,0,1,2,51,82,NA,1,1,1,0,10,"High School or More",213200,"$20,000+",4,4,106
"1892",2010,222720,3,8,3,301,1,2,0,1,48,76,82,6,0,1,0,6,"High School or More",37830,"$20,000+",3,3,134
"1893",2010,222898,1,8,1,101,2,0,0,2,58,83,NA,4,0,1,0,7,"High School or More",70400,"$20,000+",2,2,109
"1894",2010,223016,2,8,3,301,1,0,0,2,67,93,NA,6,0,1,0,11,"High School or More",45600,"$20,000+",2,2,84
"1895",2010,223241,1,8,1,101,4,0,1,1,59,80,NA,1,1,1,0,0,"Less than High School",129800,"$20,000+",4,4,67
"1896",2010,223467,1,8,1,101,0,2,0,1,54,NA,83,6,0,1,0,7,"High School or More",392000,"$20,000+",2,2,22
"1897",2010,223646,2,8,2,201,4,0,1,2,58,84,NA,1,1,1,0,8,"High School or More",138800,"$20,000+",4,4,105
"1898",2010,223900,2,8,3,301,1,0,0,1,59,85,NA,6,0,1,0,6,"High School or More",49800,"$20,000+",2,2,77
"1899",2010,224289,2,8,3,301,0,1,0,2,56,NA,89,1,1,1,0,6,"High School or More",148800,"$20,000+",3,3,43
"1900",2010,224426,3,8,3,301,2,1,0,1,50,79,81,4,0,1,0,8,"High School or More",77200,"$20,000+",3,3,157
"1901",2010,224511,1,8,1,101,5,4,1,1,54,77,81,1,1,1,0,8,"High School or More",220800,"$20,000+",5,5,68
"1902",2010,224663,3,8,3,301,2,1,2,1,53,78,80,4,0,1,0,6,"High School or More",66000,"$20,000+",5,5,132
"1903",2010,224687,1,8,1,101,3,0,1,2,63,93,NA,5,0,1,0,10,"High School or More",51500,"$20,000+",3,3,58
"1904",2010,225236,2,8,3,301,0,1,0,1,55,NA,83,2,1,1,0,7,"High School or More",39200,"$20,000+",2,2,109
"1905",2010,225267,2,8,2,201,0,4,1,1,55,NA,82,1,1,7,0,7,"High School or More",72800,"$20,000+",4,4,108
"1906",2010,225293,2,8,3,301,1,0,0,1,58,85,NA,4,0,1,0,11,"High School or More",46400,"$20,000+",2,2,81
"1907",2010,225324,2,8,3,301,1,0,0,2,61,85,NA,5,0,1,0,7,"High School or More",76980,"$20,000+",2,2,121
"1908",2010,225405,1,8,1,101,5,0,2,1,70,93,NA,1,1,1,0,7,"High School or More",108400,"$20,000+",7,7,101
"1909",2010,225509,2,8,3,301,1,0,0,1,58,89,NA,6,0,1,0,8,"High School or More",94000,"$20,000+",2,2,143
"1910",2010,225650,2,8,3,301,1,0,0,1,55,88,NA,6,0,1,0,10,"High School or More",28700,"$20,000+",2,2,137
"1911",2010,225705,1,8,1,101,2,0,0,2,60,87,NA,4,0,1,0,10,"High School or More",84000,"$20,000+",3,3,108
"1912",2010,225824,1,8,1,101,2,0,0,1,59,82,NA,6,0,1,0,7,"High School or More",15500,"< $20,000",2,2,56
"1913",2010,225902,1,8,1,101,0,3,0,1,58,NA,93,1,1,1,0,11,"High School or More",303600,"$20,000+",3,3,87
"1914",2010,225957,3,8,3,301,2,1,0,1,46,80,79,6,0,1,0,6,"High School or More",77200,"$20,000+",3,3,120
"1915",2010,226395,1,8,1,101,4,0,1,2,52,85,NA,2,1,1,0,6,"High School or More",40400,"$20,000+",4,4,21
"1916",2010,226395,3,8,7,701,4,0,0,2,50,85,NA,4,0,1,0,6,"High School or More",40400,"$20,000+",4,4,30
"1917",2010,226513,2,8,3,301,1,0,0,2,54,87,NA,4,0,1,0,6,"High School or More",15200,"< $20,000",2,2,7
"1918",2010,226548,2,8,2,201,3,0,0,2,67,93,NA,1,1,1,0,7,"High School or More",31000,"$20,000+",3,3,86
"1919",2010,226622,2,8,3,303,0,1,0,1,52,NA,84,5,0,1,0,6,"High School or More",39700,"$20,000+",2,2,106
"1920",2010,226684,2,8,3,301,0,1,0,1,55,NA,80,4,0,1,0,7,"High School or More",109500,"$20,000+",2,2,8
