"","YEAR","SERIAL","PERNUM","STATEFIP","RELATE","RELATED","MOMLOC","POPLOC","NCHILD","SEX","AGE","mother_age","father_age","MARST","married_dummy","RACE","HISPAN","EDUC","hs_binary","HHINCOME","inc_3cat","NUMPREC","FAMSIZE","PERWT"
"1",2010,26305,1,4,1,101,2,0,0,1,57,88,NA,2,1,1,0,10,"High School or More",92800,"$20,000+",2,2,83
"2",2010,26374,3,4,3,301,2,1,0,1,57,80,93,4,0,1,0,10,"High School or More",25800,"$20,000+",3,3,73
"3",2010,26447,3,4,3,301,1,2,0,1,49,81,84,6,0,1,0,6,"High School or More",84500,"$20,000+",3,3,110
"4",2010,26489,2,4,3,301,0,1,0,1,49,NA,86,4,0,1,0,7,"High School or More",21000,"$20,000+",2,2,109
"5",2010,26591,2,4,3,301,1,0,0,2,60,93,NA,4,0,1,0,7,"High School or More",35400,"$20,000+",2,2,124
"6",2010,26604,3,4,3,301,2,1,0,2,54,78,83,6,0,1,0,6,"High School or More",67700,"$20,000+",3,3,110
"7",2010,26619,2,4,2,201,5,0,2,2,43,83,NA,1,1,1,0,7,"High School or More",58700,"$20,000+",5,5,57
"8",2010,26817,3,4,3,301,1,2,0,1,58,81,88,4,0,1,0,8,"High School or More",72000,"$20,000+",3,3,70
"9",2010,27043,2,4,3,301,1,0,0,1,51,80,NA,6,0,1,0,6,"High School or More",35100,"$20,000+",2,2,129
"10",2010,27159,3,4,3,301,2,1,0,1,30,81,83,4,0,1,0,6,"High School or More",146000,"$20,000+",3,3,113
"11",2010,27382,2,4,3,301,1,0,0,2,57,81,NA,4,0,1,0,4,"Less than High School",20400,"$20,000+",2,2,93
"12",2010,27443,1,4,1,101,0,3,0,1,58,NA,80,1,1,1,0,10,"High School or More",108000,"$20,000+",3,3,81
"13",2010,27615,1,4,1,101,2,0,0,2,53,81,NA,4,0,1,0,6,"High School or More",65800,"$20,000+",2,2,91
"14",2010,27692,1,4,1,101,2,0,0,2,62,83,NA,6,0,1,0,10,"High School or More",58000,"$20,000+",2,2,186
"15",2010,27872,2,4,3,301,0,1,0,2,46,NA,83,4,0,1,0,6,"High School or More",32200,"$20,000+",2,2,100
"16",2010,28120,2,4,2,201,3,0,0,1,69,93,NA,1,1,1,0,10,"High School or More",41900,"$20,000+",3,3,70
"17",2010,28311,2,4,3,301,1,0,0,2,62,93,NA,6,0,1,0,6,"High School or More",13800,"< $20,000",2,2,92
"18",2010,28379,1,4,1,101,2,0,0,1,44,81,NA,6,0,1,0,10,"High School or More",31800,"$20,000+",2,2,126
"19",2010,28397,1,4,1,101,3,0,0,1,61,84,NA,4,0,1,0,10,"High School or More",102800,"$20,000+",3,3,58
"20",2010,28397,2,4,7,701,3,0,0,2,64,84,NA,4,0,1,0,10,"High School or More",102800,"$20,000+",3,3,67
"21",2010,28467,2,4,3,301,0,1,0,1,48,NA,85,2,1,1,0,8,"High School or More",80200,"$20,000+",2,2,112
"22",2010,28524,2,4,3,301,1,0,1,1,57,81,NA,4,0,1,0,7,"High School or More",47700,"$20,000+",3,3,54
"23",2010,28526,2,4,2,201,0,3,0,2,58,NA,84,1,1,1,0,11,"High School or More",181300,"$20,000+",3,3,81
"24",2010,28832,2,4,3,301,1,0,0,1,57,80,NA,4,0,1,0,6,"High School or More",13400,"< $20,000",2,2,98
"25",2010,29023,1,4,1,101,2,0,0,1,60,86,NA,2,1,1,0,10,"High School or More",117700,"$20,000+",2,2,202
"26",2010,29073,1,4,1,101,0,5,2,1,42,NA,86,1,1,1,0,6,"High School or More",33800,"$20,000+",5,5,99
"27",2010,29400,2,4,3,301,1,0,0,2,60,80,NA,4,0,1,0,6,"High School or More",33200,"$20,000+",2,2,173
"28",2010,29459,2,4,3,301,1,0,0,2,55,84,NA,4,0,1,0,8,"High School or More",115300,"$20,000+",3,2,87
"29",2010,29589,2,4,3,301,1,0,0,2,48,83,NA,4,0,1,0,7,"High School or More",93130,"$20,000+",2,2,110
"30",2010,29956,2,4,2,201,3,0,0,2,68,93,NA,1,1,1,0,6,"High School or More",70100,"$20,000+",3,3,57
"31",2010,30173,2,4,3,301,0,1,1,1,48,NA,80,1,1,1,0,8,"High School or More",92840,"$20,000+",4,4,73
"32",2010,30258,1,4,1,101,2,0,0,2,66,87,NA,5,0,1,0,7,"High School or More",32600,"$20,000+",2,2,80
"33",2010,30431,2,4,2,201,0,4,1,2,54,NA,89,1,1,1,0,6,"High School or More",78200,"$20,000+",4,4,52
"34",2010,30463,1,4,1,101,2,0,0,1,58,82,NA,6,0,1,0,7,"High School or More",35200,"$20,000+",2,2,19
"35",2010,30533,1,4,1,101,3,0,0,2,59,83,NA,4,0,1,0,11,"High School or More",134350,"$20,000+",3,3,51
"36",2010,30533,2,4,7,701,3,0,0,2,56,83,NA,6,0,1,0,1,"Less than High School",134350,"$20,000+",3,3,64
"37",2010,30656,1,4,1,101,0,4,0,2,59,NA,86,1,1,1,0,11,"High School or More",166000,"$20,000+",4,4,54
"38",2010,30656,3,4,7,701,0,4,0,1,46,NA,86,3,0,1,0,6,"High School or More",166000,"$20,000+",4,4,74
"39",2010,30765,2,4,2,201,4,0,1,2,53,86,NA,1,1,1,0,10,"High School or More",60800,"$20,000+",5,5,58
"40",2010,30805,1,4,1,101,2,0,0,2,54,80,NA,6,0,1,0,7,"High School or More",65410,"$20,000+",2,2,67
"41",2010,30843,2,4,2,201,4,0,1,2,51,81,NA,1,1,1,0,8,"High School or More",178400,"$20,000+",4,4,85
"42",2010,30868,1,4,1,101,0,3,0,1,60,NA,88,1,1,1,0,10,"High School or More",75000,"$20,000+",3,3,57
"43",2010,30979,1,4,1,101,3,0,0,1,65,85,NA,1,1,1,0,10,"High School or More",413000,"$20,000+",3,3,101
"44",2010,31151,2,4,2,201,3,0,0,2,64,93,NA,1,1,1,0,6,"High School or More",92400,"$20,000+",3,3,58
"45",2010,31160,3,4,3,301,2,1,0,2,61,89,93,6,0,1,0,7,"High School or More",63000,"$20,000+",3,3,75
"46",2010,31245,2,4,3,301,1,0,0,1,61,84,NA,4,0,1,0,6,"High School or More",28000,"$20,000+",2,2,90
"47",2010,31341,3,4,3,301,2,1,0,1,61,80,85,4,0,1,0,10,"High School or More",52700,"$20,000+",3,3,110
"48",2010,31349,2,4,3,301,1,0,0,2,68,93,NA,1,1,1,0,6,"High School or More",69400,"$20,000+",3,3,121
"49",2010,31579,2,4,3,301,1,0,0,2,51,93,NA,6,0,1,0,6,"High School or More",15100,"< $20,000",2,2,69
"50",2010,31919,1,4,1,101,3,0,0,1,51,93,NA,1,1,1,0,6,"High School or More",196400,"$20,000+",4,4,157
"51",2010,32041,2,4,3,301,1,0,0,1,68,88,NA,4,0,1,0,6,"High School or More",43500,"$20,000+",3,3,109
"52",2010,32041,3,4,3,301,1,0,0,2,50,88,NA,6,0,1,0,6,"High School or More",43500,"$20,000+",3,3,92
"53",2010,32290,2,4,3,301,1,0,0,1,51,81,NA,6,0,1,0,6,"High School or More",34900,"$20,000+",2,2,95
"54",2010,32302,1,4,1,101,0,3,0,1,63,NA,87,1,1,1,0,6,"High School or More",58700,"$20,000+",3,3,82
"55",2010,32333,3,4,3,302,2,1,0,1,47,76,81,6,0,1,0,6,"High School or More",80200,"$20,000+",3,3,103
"56",2010,32450,1,4,1,101,3,0,0,2,53,87,NA,5,0,1,0,7,"High School or More",114830,"$20,000+",3,3,79
"57",2010,32457,1,4,1,101,3,0,0,1,63,93,NA,1,1,1,0,7,"High School or More",78600,"$20,000+",3,3,94
"58",2010,32509,2,4,3,301,1,0,0,1,50,80,NA,6,0,1,0,6,"High School or More",51300,"$20,000+",2,2,87
"59",2010,32515,1,4,1,101,3,0,0,1,56,80,NA,1,1,1,0,4,"Less than High School",55500,"$20,000+",3,3,307
"60",2010,32537,3,4,3,301,2,1,0,2,45,77,81,4,0,1,0,8,"High School or More",57900,"$20,000+",3,3,21
"61",2010,32861,1,4,1,101,3,0,0,1,66,93,NA,1,1,1,0,7,"High School or More",62100,"$20,000+",3,3,60
"62",2010,32924,1,4,1,101,3,0,0,2,61,84,NA,1,1,1,0,3,"Less than High School",65600,"$20,000+",3,3,179
"63",2010,32951,2,4,2,201,0,6,3,2,57,NA,82,1,1,1,0,10,"High School or More",168374,"$20,000+",6,6,67
"64",2010,33190,2,4,3,301,1,0,0,1,58,87,NA,6,0,1,0,6,"High School or More",15000,"< $20,000",2,2,112
"65",2010,33394,1,4,1,101,2,0,0,2,57,88,NA,6,0,1,0,6,"High School or More",33400,"$20,000+",2,2,257
"66",2010,33481,2,4,3,301,1,0,0,2,56,80,NA,5,0,1,0,8,"High School or More",95600,"$20,000+",4,4,64
"67",2010,33481,3,4,3,301,1,0,1,1,55,80,NA,4,0,1,0,6,"High School or More",95600,"$20,000+",4,4,67
"68",2010,33483,2,4,3,301,1,0,0,1,58,81,NA,2,1,1,0,6,"High School or More",10800,"< $20,000",2,2,85
"69",2010,33500,1,4,1,101,2,0,0,2,60,81,NA,6,0,1,0,7,"High School or More",54600,"$20,000+",2,2,71
"70",2010,33838,2,4,3,301,1,0,0,2,53,83,NA,6,0,1,0,6,"High School or More",19600,"< $20,000",2,2,78
"71",2010,33860,1,4,1,101,4,0,1,1,52,83,NA,1,1,1,0,7,"High School or More",151000,"$20,000+",4,4,87
"72",2010,33936,3,4,3,301,1,2,0,1,65,86,93,4,0,1,0,8,"High School or More",67000,"$20,000+",3,3,98
"73",2010,33938,1,4,1,101,0,2,0,2,52,NA,83,6,0,1,0,6,"High School or More",47500,"$20,000+",3,3,59
"74",2010,34175,2,4,3,302,1,0,0,1,55,83,NA,6,0,1,0,10,"High School or More",12070,"< $20,000",2,2,290
"75",2010,34261,2,4,3,301,0,1,0,1,58,NA,89,6,0,1,0,6,"High School or More",45500,"$20,000+",3,3,119
"76",2010,34343,1,4,1,101,3,0,0,1,55,84,NA,1,1,1,0,8,"High School or More",106800,"$20,000+",4,4,73
"77",2010,34396,2,4,3,303,1,0,0,2,48,87,NA,4,0,1,0,6,"High School or More",27000,"$20,000+",3,3,90
"78",2010,34488,2,4,2,201,4,0,1,1,59,86,NA,1,1,1,0,6,"High School or More",29600,"$20,000+",4,4,96
"79",2010,34612,2,4,3,301,0,1,0,2,53,NA,80,4,0,1,0,6,"High School or More",46580,"$20,000+",2,2,107
"80",2010,34787,1,4,1,101,4,3,0,1,63,85,87,1,1,1,0,10,"High School or More",141550,"$20,000+",4,4,113
"81",2010,34799,3,4,3,301,2,1,0,1,37,73,84,6,0,1,0,7,"High School or More",78200,"$20,000+",3,3,130
"82",2010,34964,2,4,3,301,1,0,1,2,57,86,NA,4,0,1,0,10,"High School or More",76420,"$20,000+",3,3,85
"83",2010,35104,3,4,3,301,2,1,0,2,53,81,82,4,0,1,0,5,"Less than High School",33400,"$20,000+",3,3,112
"84",2010,35117,2,4,2,201,0,3,0,2,55,NA,80,1,1,1,0,6,"High School or More",119800,"$20,000+",4,4,89
"85",2010,35117,4,4,8,801,0,3,0,2,60,NA,80,5,0,1,0,6,"High School or More",119800,"$20,000+",4,4,80
"86",2010,35389,1,4,1,101,4,0,1,2,56,81,NA,1,1,1,0,11,"High School or More",89800,"$20,000+",4,4,156
"87",2010,35510,2,4,3,301,0,1,0,2,53,NA,80,4,0,1,0,6,"High School or More",69200,"$20,000+",2,2,74
"88",2010,35594,2,4,2,201,4,0,1,2,55,87,NA,1,1,1,0,7,"High School or More",88100,"$20,000+",4,4,56
"89",2010,35714,1,4,1,101,2,0,0,2,69,93,NA,4,0,1,0,7,"High School or More",52500,"$20,000+",2,2,71
"90",2010,35764,3,4,3,301,2,1,0,1,58,87,87,6,0,1,0,11,"High School or More",52400,"$20,000+",3,3,122
"91",2010,35767,2,4,3,301,1,0,0,1,60,86,NA,6,0,1,0,11,"High School or More",62400,"$20,000+",2,2,95
"92",2010,35833,2,4,3,301,1,0,0,2,39,80,NA,6,0,1,0,6,"High School or More",25200,"$20,000+",2,2,52
"93",2010,35887,1,4,1,101,3,0,0,1,72,93,NA,1,1,1,0,8,"High School or More",34600,"$20,000+",3,3,53
"94",2010,36054,2,4,3,301,1,0,0,1,59,93,NA,4,0,1,0,11,"High School or More",42200,"$20,000+",2,2,102
"95",2010,36156,2,4,2,201,4,5,1,2,52,84,79,1,1,1,0,6,"High School or More",216000,"$20,000+",5,5,352
"96",2010,36215,2,4,2,201,3,0,0,2,63,86,NA,1,1,1,0,6,"High School or More",63300,"$20,000+",3,3,88
"97",2010,36296,2,4,3,302,1,0,1,2,49,81,NA,2,1,1,0,6,"High School or More",64200,"$20,000+",3,3,145
"98",2010,36302,1,4,1,101,2,0,0,2,70,88,NA,5,0,1,0,7,"High School or More",48100,"$20,000+",2,2,161
"99",2010,36325,1,4,1,101,3,0,0,2,63,82,NA,1,1,1,0,6,"High School or More",60001,"$20,000+",3,3,68
"100",2010,36420,2,4,3,301,1,0,0,2,68,89,NA,4,0,1,0,8,"High School or More",20800,"$20,000+",2,2,104
"101",2010,36426,2,4,3,303,0,1,1,2,56,NA,84,4,0,1,0,6,"High School or More",62000,"$20,000+",3,3,59
"102",2010,36485,3,4,3,301,2,1,0,2,60,86,87,6,0,1,0,11,"High School or More",46000,"$20,000+",3,3,83
"103",2010,36494,3,4,3,301,1,2,0,2,62,86,88,6,0,1,0,11,"High School or More",100060,"$20,000+",4,4,75
"104",2010,36494,4,4,3,301,1,2,0,2,57,86,88,6,0,1,0,11,"High School or More",100060,"$20,000+",4,4,76
"105",2010,36772,1,4,1,101,3,2,0,2,62,83,88,6,0,1,0,6,"High School or More",116050,"$20,000+",3,3,98
"106",2010,37063,2,4,2,201,3,0,0,1,56,80,NA,1,1,1,0,11,"High School or More",99540,"$20,000+",3,3,59
"107",2010,37142,1,4,1,101,5,0,2,1,37,80,NA,1,1,1,0,7,"High School or More",57400,"$20,000+",5,5,74
"108",2010,37150,1,4,1,101,2,0,0,2,63,93,NA,4,0,1,0,6,"High School or More",91000,"$20,000+",2,2,64
"109",2010,37178,2,4,2,201,3,0,0,2,61,93,NA,1,1,1,0,6,"High School or More",198800,"$20,000+",3,3,99
"110",2010,37227,2,4,3,301,1,0,0,2,43,85,NA,6,0,1,0,6,"High School or More",46580,"$20,000+",2,2,80
"111",2010,37365,2,4,2,201,0,3,0,2,50,NA,80,1,1,1,0,8,"High School or More",194900,"$20,000+",3,3,80
"112",2010,37366,1,4,1,101,2,0,0,2,51,87,NA,6,0,1,0,10,"High School or More",50550,"$20,000+",2,2,21
"113",2010,37392,2,4,3,301,0,1,2,2,41,NA,85,3,0,8,0,10,"High School or More",70400,"$20,000+",5,4,116
"114",2010,37406,1,4,1,101,3,0,0,1,56,82,NA,1,1,1,0,7,"High School or More",69900,"$20,000+",3,3,89
"115",2010,37449,3,4,3,301,2,1,0,2,54,76,81,4,0,1,0,11,"High School or More",29600,"$20,000+",3,3,109
"116",2010,37528,1,4,1,101,3,0,0,1,63,81,NA,1,1,1,0,7,"High School or More",133300,"$20,000+",3,3,76
"117",2010,37575,1,4,1,101,2,0,0,2,61,82,NA,4,0,1,0,8,"High School or More",28500,"$20,000+",2,2,83
"118",2010,37578,1,4,1,101,3,0,0,1,61,83,NA,1,1,1,0,6,"High School or More",139500,"$20,000+",3,3,81
"119",2010,37827,2,4,3,301,1,0,0,1,60,85,NA,6,0,1,0,7,"High School or More",27204,"$20,000+",2,2,66
"120",2010,37851,2,4,3,301,1,0,0,2,66,93,NA,4,0,1,0,7,"High School or More",56100,"$20,000+",2,2,91
"121",2010,37938,3,4,3,301,2,1,0,1,55,86,88,4,0,1,0,10,"High School or More",97200,"$20,000+",3,3,104
"122",2010,37944,2,4,3,301,1,0,2,2,62,81,NA,4,0,1,0,6,"High School or More",55000,"$20,000+",4,4,110
"123",2010,38009,1,4,1,101,2,0,0,2,66,93,NA,4,0,1,0,6,"High School or More",42400,"$20,000+",2,2,62
"124",2010,38150,1,4,1,101,2,0,0,2,56,93,NA,4,0,1,0,11,"High School or More",106540,"$20,000+",2,2,106
"125",2010,38180,2,4,2,201,5,0,2,2,53,87,NA,1,1,1,0,10,"High School or More",339500,"$20,000+",5,5,77
"126",2010,38199,1,4,1,101,3,2,0,2,55,80,88,6,0,1,0,10,"High School or More",113300,"$20,000+",3,3,75
"127",2010,38303,2,4,2,201,0,6,1,2,58,NA,84,1,1,1,0,6,"High School or More",108700,"$20,000+",6,6,85
"128",2010,38310,1,4,1,101,3,0,0,2,61,83,NA,1,1,1,0,7,"High School or More",52300,"$20,000+",3,3,53
"129",2010,38456,2,4,3,301,1,0,0,1,63,84,NA,4,0,1,0,6,"High School or More",25000,"$20,000+",2,2,95
"130",2010,38509,1,4,1,101,0,3,0,1,63,NA,84,1,1,1,0,10,"High School or More",132400,"$20,000+",3,3,67
"131",2010,38625,1,4,1,101,3,0,0,2,45,84,NA,1,1,1,0,6,"High School or More",51000,"$20,000+",3,3,205
"132",2010,38655,1,4,1,101,3,0,0,2,58,88,NA,1,1,1,0,10,"High School or More",121800,"$20,000+",3,3,55
"133",2010,38730,1,4,1,101,3,0,1,2,55,88,NA,4,0,1,0,10,"High School or More",93800,"$20,000+",3,3,62
"134",2010,38825,1,4,1,101,2,0,0,2,64,93,NA,4,0,1,0,10,"High School or More",31781,"$20,000+",2,2,89
"135",2010,38873,1,4,1,101,3,0,0,1,49,83,NA,1,1,1,0,11,"High School or More",9690,"< $20,000",3,3,83
"136",2010,39027,2,4,3,301,1,0,0,1,65,86,NA,6,0,1,0,6,"High School or More",74000,"$20,000+",3,2,114
"137",2010,39259,1,4,1,101,2,0,0,2,70,93,NA,4,0,1,0,7,"High School or More",73100,"$20,000+",2,2,75
"138",2010,39269,2,4,3,301,1,0,0,1,59,80,NA,4,0,1,0,10,"High School or More",13900,"< $20,000",2,2,101
"139",2010,39294,2,4,2,201,0,5,2,1,56,NA,84,1,1,1,0,8,"High School or More",129240,"$20,000+",5,5,84
"140",2010,39313,3,4,3,301,2,1,0,1,47,83,81,6,0,1,0,8,"High School or More",28390,"$20,000+",3,3,92
"141",2010,39339,2,4,2,201,3,0,0,2,62,87,NA,1,1,1,0,6,"High School or More",70900,"$20,000+",3,3,85
"142",2010,39463,2,4,2,201,3,0,0,2,58,82,NA,1,1,1,0,10,"High School or More",58600,"$20,000+",3,3,73
"143",2010,39860,3,4,3,301,2,1,0,1,37,68,80,6,0,1,0,5,"Less than High School",31300,"$20,000+",3,3,122
"144",2010,40022,2,4,2,201,3,0,0,2,74,93,NA,1,1,1,0,6,"High School or More",59000,"$20,000+",3,3,82
"145",2010,40299,2,4,3,301,0,1,0,2,48,NA,93,6,0,1,0,10,"High School or More",33820,"$20,000+",2,2,77
"146",2010,40416,1,4,1,101,2,0,0,2,52,89,NA,4,0,1,0,6,"High School or More",39700,"$20,000+",2,2,57
"147",2010,40609,1,4,1,101,4,0,1,1,61,82,NA,1,1,1,0,10,"High School or More",75000,"$20,000+",4,4,56
"148",2010,40708,1,4,1,101,3,0,1,1,42,81,NA,6,0,1,0,6,"High School or More",45500,"$20,000+",4,4,214
"149",2010,40721,2,4,3,301,1,0,0,2,67,89,NA,4,0,1,0,6,"High School or More",21900,"$20,000+",2,2,128
"150",2010,40815,3,4,3,301,2,1,0,2,61,81,83,4,0,1,0,6,"High School or More",78850,"$20,000+",4,4,62
"151",2010,41072,1,4,1,101,3,0,0,1,61,86,NA,1,1,1,0,10,"High School or More",217800,"$20,000+",3,3,79
"152",2010,41114,2,4,3,302,0,1,4,1,42,NA,82,1,1,1,0,8,"High School or More",51700,"$20,000+",7,7,105
"153",2010,41254,1,4,1,101,3,0,0,1,60,93,NA,1,1,1,0,7,"High School or More",118100,"$20,000+",3,3,56
"154",2010,41348,2,4,3,301,1,0,0,1,58,88,NA,4,0,1,0,10,"High School or More",50020,"$20,000+",2,2,62
"155",2010,41369,2,4,3,301,1,0,0,1,61,87,NA,4,0,1,0,6,"High School or More",24300,"$20,000+",2,2,108
"156",2010,41496,1,4,1,101,2,0,0,2,59,89,NA,4,0,1,0,7,"High School or More",21300,"$20,000+",2,2,60
"157",2010,41820,2,4,2,201,3,0,0,2,68,93,NA,1,1,1,0,10,"High School or More",123700,"$20,000+",3,3,67
"158",2010,41838,2,4,2,201,3,0,0,2,62,88,NA,1,1,1,0,6,"High School or More",43500,"$20,000+",3,3,96
"159",2010,41847,2,4,2,201,3,0,0,2,66,93,NA,1,1,1,0,7,"High School or More",99800,"$20,000+",3,3,73
"160",2010,41968,2,4,3,301,1,0,0,2,56,83,NA,4,0,1,0,8,"High School or More",40600,"$20,000+",2,2,107
"161",2010,42072,2,4,3,301,1,0,0,2,48,81,NA,4,0,1,0,6,"High School or More",22700,"$20,000+",3,2,123
"162",2010,42076,1,4,1,101,2,0,0,1,59,84,NA,6,0,1,0,11,"High School or More",33100,"$20,000+",2,2,76
"163",2010,42347,1,4,1,101,3,0,0,2,63,93,NA,1,1,1,0,11,"High School or More",69700,"$20,000+",3,3,79
"164",2010,42392,2,4,2,201,4,0,0,2,56,82,NA,1,1,1,0,6,"High School or More",37300,"$20,000+",4,4,78
"165",2010,42398,1,4,1,101,2,0,0,2,63,83,NA,5,0,1,0,6,"High School or More",44900,"$20,000+",2,2,73
"166",2010,42402,3,4,3,301,1,2,0,1,39,74,84,6,0,1,0,6,"High School or More",43100,"$20,000+",3,3,55
"167",2010,42460,1,4,1,101,2,0,0,2,52,83,NA,6,0,1,0,11,"High School or More",65200,"$20,000+",2,2,81
"168",2010,42488,1,4,1,101,3,0,0,2,68,93,NA,1,1,1,0,6,"High School or More",248000,"$20,000+",3,3,226
"169",2010,42572,1,4,1,101,3,0,0,1,71,93,NA,6,0,1,0,7,"High School or More",92900,"$20,000+",3,3,80
"170",2010,42572,2,4,7,701,3,0,0,1,53,93,NA,6,0,1,0,6,"High School or More",92900,"$20,000+",3,3,107
"171",2010,43129,2,4,3,301,1,0,0,2,61,80,NA,4,0,1,0,7,"High School or More",47404,"$20,000+",2,2,65
"172",2010,43257,1,4,1,101,2,0,0,2,57,82,NA,4,0,1,0,6,"High School or More",64400,"$20,000+",2,2,73
"173",2010,43310,1,4,1,101,2,0,0,1,64,88,NA,4,0,8,0,2,"Less than High School",19600,"< $20,000",2,2,80
"174",2010,43397,1,4,1,101,2,0,0,2,64,86,NA,5,0,1,0,6,"High School or More",46704,"$20,000+",2,2,86
"175",2010,43530,1,4,1,101,2,0,0,2,58,93,NA,4,0,1,0,10,"High School or More",53500,"$20,000+",2,2,284
"176",2010,43696,2,4,3,301,0,1,0,1,44,NA,82,6,0,1,0,8,"High School or More",27000,"$20,000+",3,2,143
"177",2010,43890,1,4,1,101,3,0,0,1,63,93,NA,1,1,1,0,10,"High School or More",42000,"$20,000+",3,3,60
"178",2010,43966,2,4,3,301,1,0,0,1,48,81,NA,4,0,1,0,6,"High School or More",13200,"< $20,000",2,2,78
"179",2010,44007,2,4,3,301,1,0,0,1,48,82,NA,6,0,1,0,6,"High School or More",59600,"$20,000+",2,2,65
"180",2010,44104,3,4,3,301,1,2,0,1,51,78,80,6,0,1,0,8,"High School or More",28700,"$20,000+",3,3,80
"181",2010,44184,2,4,3,301,1,0,0,1,66,84,NA,6,0,1,0,6,"High School or More",23600,"$20,000+",2,2,112
"182",2010,44226,1,4,1,101,2,0,0,2,61,83,NA,4,0,1,0,11,"High School or More",93400,"$20,000+",2,2,74
"183",2010,44345,3,4,3,302,2,1,0,2,52,88,85,6,0,1,0,6,"High School or More",43970,"$20,000+",3,3,98
"184",2010,44395,1,4,1,101,3,0,0,2,70,93,NA,1,1,1,0,6,"High School or More",71900,"$20,000+",3,3,56
"185",2010,44464,3,4,3,301,2,1,0,1,46,82,82,4,0,1,0,6,"High School or More",44500,"$20,000+",3,3,67
"186",2010,44544,1,4,1,101,3,0,0,1,65,89,NA,1,1,1,0,6,"High School or More",72900,"$20,000+",3,3,72
"187",2010,44612,2,4,3,301,1,0,0,1,51,85,NA,1,1,1,0,10,"High School or More",64790,"$20,000+",3,3,85
"188",2010,44681,1,4,1,101,3,0,1,2,53,82,NA,4,0,1,0,6,"High School or More",67900,"$20,000+",4,4,72
"189",2010,44722,2,4,2,201,4,3,0,2,56,87,93,1,1,1,0,7,"High School or More",175500,"$20,000+",4,4,82
"190",2010,44828,3,4,3,301,1,2,0,1,56,86,85,4,0,1,0,7,"High School or More",54000,"$20,000+",3,3,112
"191",2010,45140,1,4,1,101,2,0,0,1,51,86,NA,6,0,1,0,11,"High School or More",60000,"$20,000+",2,2,55
"192",2010,45188,1,4,1,101,3,2,0,2,56,85,86,5,0,1,0,11,"High School or More",34500,"$20,000+",3,3,72
"193",2010,45237,1,4,1,101,2,0,0,2,70,93,NA,5,0,1,0,7,"High School or More",219300,"$20,000+",2,2,50
"194",2010,45299,1,4,1,101,2,0,0,2,64,93,NA,4,0,1,0,7,"High School or More",37600,"$20,000+",2,2,55
"195",2010,45311,1,4,1,101,3,0,1,2,63,87,NA,4,0,1,0,7,"High School or More",26900,"$20,000+",3,3,69
"196",2010,45380,1,4,1,101,3,0,0,2,53,86,NA,1,1,1,0,7,"High School or More",84500,"$20,000+",3,3,73
"197",2010,45422,1,4,1,101,0,3,0,1,65,NA,93,1,1,1,0,11,"High School or More",165000,"$20,000+",3,3,57
"198",2010,45541,1,4,1,101,2,0,0,2,60,88,NA,4,0,1,0,7,"High School or More",19600,"< $20,000",2,2,93
"199",2010,45629,1,4,1,101,2,0,0,2,70,89,NA,4,0,1,0,11,"High School or More",81300,"$20,000+",2,2,225
"200",2010,45696,2,4,3,301,1,0,1,2,61,83,NA,4,0,1,0,6,"High School or More",24000,"$20,000+",3,3,112
"201",2010,45721,2,4,3,301,1,0,0,1,48,84,NA,6,0,1,0,6,"High School or More",11200,"< $20,000",2,2,64
"202",2010,45754,2,4,3,301,1,0,0,2,64,93,NA,4,0,1,0,6,"High School or More",30700,"$20,000+",2,2,94
"203",2010,45817,3,4,3,301,2,1,0,1,61,80,83,4,0,1,0,6,"High School or More",52600,"$20,000+",3,3,110
"204",2010,45930,2,4,2,201,3,0,0,2,70,93,NA,1,1,1,0,6,"High School or More",145400,"$20,000+",3,3,83
"205",2010,46097,2,4,2,201,3,0,0,2,55,87,NA,1,1,1,0,6,"High School or More",85700,"$20,000+",3,3,75
"206",2010,46256,1,4,1,101,2,0,0,1,46,86,NA,6,0,1,0,6,"High School or More",51200,"$20,000+",2,2,157
"207",2010,46323,2,4,3,301,1,0,0,2,60,80,NA,4,0,1,0,10,"High School or More",52100,"$20,000+",2,2,78
"208",2010,46475,2,4,3,301,1,0,0,1,61,84,NA,4,0,1,0,8,"High School or More",3680,"< $20,000",2,2,102
"209",2010,46493,1,4,1,101,2,0,0,2,52,86,NA,6,0,1,0,6,"High School or More",48600,"$20,000+",3,2,74
"210",2010,46740,3,4,3,301,2,1,0,1,48,82,79,6,0,1,0,10,"High School or More",60100,"$20,000+",4,4,73
"211",2010,46740,4,4,3,301,2,1,0,2,43,82,79,6,0,1,0,8,"High School or More",60100,"$20,000+",4,4,70
"212",2010,46790,2,4,3,303,0,1,0,1,50,NA,85,6,0,1,0,0,"Less than High School",65800,"$20,000+",2,2,226
"213",2010,46844,2,4,3,301,1,0,1,2,57,85,NA,1,1,1,0,6,"High School or More",45000,"$20,000+",4,4,73
"214",2010,46908,2,4,3,301,1,0,0,1,51,84,NA,4,0,1,0,6,"High School or More",56800,"$20,000+",2,2,118
"215",2010,46989,1,4,1,101,2,0,0,2,63,85,NA,4,0,1,0,10,"High School or More",66600,"$20,000+",2,2,58
"216",2010,47064,2,4,3,301,0,1,0,2,60,NA,80,4,0,1,0,7,"High School or More",17700,"< $20,000",2,2,106
"217",2010,47084,1,4,1,101,3,0,0,1,79,93,NA,1,1,1,0,7,"High School or More",82260,"$20,000+",3,3,73
